	summarized	lineages	abundances	resid	coverage
ENV-COV-22-66.tsv	[('Omicron', 0.9930722932653181)]	BA.2.56 BA.2.61 BA.2.33 BA.2.11 BA.2.28 BA.2.40 BA.2.62 BA.2.41 BA.2.8 BA.2.3.15 BA.2.3.4 BA.2.70 BA.2.44 BA.2.25.1 BA.2.42 BA.2.3.6 BA.2.3.8 BA.2.3.21 BA.2.3.18 BA.2.35 BA.2.46 BA.2.83 BA.2.47 BA.2.13 BA.2.9.5 BA.2.9.2 BA.2.9.3 BA.2.45 BA.2.81 BA.2.15 BA.2.76 BA.2.66 BA.2.78 BA.2.3.1 BA.2.3.5 BA.2.3.10 BA.2.3.11 BA.2.3.9 BA.2.3.2 BA.2.3.13 BA.2.40.1 BA.2.54 BA.2.56.1 BA.2.69 BA.2.36 BA.2.9 BA.2.7 BA.2.6 BA.2.51 BA.2.25 BA.2.71 BA.2.34 BA.2.14 BA.2.55 BA.2.67 BA.2.87 BA.2.16 BA.2.18 BA.2.38 BA.2.57 BA.2.12 BA.2.73 BA.2.68 BA.2.17 BA.2.37 BA.2.72 BA.2.1 BA.2.23 BA.2.24 BA.2.3 BA.2.58 BH.1 BA.2.76.1 BA.2.77 BA.2.38.3 BA.2.38.1 BA.2.3.19 DD.1 BA.2.53 BA.2.74 BA.2.29	0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.01232081 0.00740741	1.676081295	20.50630372
ENV-COV-22-67.tsv	[('Omicron', 0.9746286560701584)]	XAK CS.1 BA.4.6.3 DC.1 BA.4.6.1 BA.4.6.4 BA.4.6.5 BA.4.1.10 BA.4.6.2 BA.4.1.2 BA.4.5 BA.4.6 BA.4.7 BA.4.4 BA.4.1.4 BA.4.1.9 BA.4.3 BA.4 BA.4.1.5 BA.4.1 BA.4.1.1 XAS BA.4.8 BA.2.21 XQ	0.35662597 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.02677596 0.00215550	2.274793616	20.27221349
ENV-COV-22-68.tsv	[('Other', 0.5046629231155596), ('Omicron', 0.488496438054618)]	XD XAE	0.50466292 0.48849644	19.22832584	63.82637194
ENV-COV-22-69.tsv	[('Omicron', 0.9921462165486761)]	BA.2.23	0.99214622	9.391901975	88.6332475
ENV-COV-22-7.tsv	[('Omicron', 0.9979589449907016)]	BA.1 B.1.1.529	0.99042610 0.00753285	3.47341193	47.1223623
ENV-COV-22-70.tsv	[('Other', 0.9929522991285665), ('Omicron', 0.001892149999957849)]	XS BA.1.1.4	0.99295230 0.00189215	2.263019106	35.91612882
ENV-COV-22-71.tsv	[('Omicron', 0.9956610864866888)]	XAM XAB XAU XAR XQ XN	0.16779347 0.16779347 0.16501854 0.16501854 0.16501854 0.16501854	4.021518767	29.48533592
ENV-COV-22-72.tsv	[('Delta', 0.9999999999994652)]	AY.36.1	1	0.77815125	0
ENV-COV-22-74.tsv	[('Omicron', 0.997722568381971)]	XT XAD XAP XAH BA.2.70 BA.2.60 BA.2.22 BA.2.82 BA.2.13 BA.2.45 BA.2.81 BA.2.2 BA.2.15 BA.2.56.1 BA.2.69 BA.2.36 BA.2.7 BA.2.51 BA.2.25 BA.2.52 BA.2.71 BA.2.14 BA.2.31.1 BA.2.55 BA.2.26 BA.2.32 BA.2.18 BA.2.64 BA.2.61 BA.2.33 BA.2.11 BA.2.28 BA.2.50 BA.2.72 BA.2.1 BA.2.31 BA.2.23 BA.2.24 BA.2.3 BA.2.29 BA.2.4 BA.2.56	0.12247914 0.12247914 0.12247914 0.12247914 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332 0.01336332	1.311451352	29.83312711
ENV-COV-22-75.tsv	[('Omicron', 0.9977165835615033)]	BA.2.23 BA.2.63 BA.4	0.65703406 0.17852300 0.16215952	4.987364964	90.77684513
ENV-COV-22-76.tsv	[('Omicron', 0.9977546362965451)]	BA.2.16 BA.2 BA.2.52	0.61152840 0.38492416 0.00130208	6.610145916	82.19242217
ENV-COV-22-78.tsv	[]			0.630929754	0
ENV-COV-22-79.tsv	[('Omicron', 0.9976590850917111)]	BA.2.13 BA.2.51 BA.2.34 BA.2.18 BA.2.11 BA.2.31 BA.2.23 BA.2.24 BA.2.56	0.11085101 0.11085101 0.11085101 0.11085101 0.11085101 0.11085101 0.11085101 0.11085101 0.11085101	1.374467896	68.68876033
ENV-COV-22-8.tsv	[('Other', 0.5794524179634506), ('Omicron', 0.41261095221047617)]	B.1.140 BA.1.17 B.27 B XAP	0.41661900 0.34979686 0.08141671 0.08141671 0.06281409	26.72661522	93.65281075
ENV-COV-22-80.tsv	[('Omicron', 0.9971774827878606)]	BA.4.8 BA.2.87 BA.2.16	0.54513504 0.22602122 0.22602122	6.954822798	65.75928837
ENV-COV-22-81.tsv	[('Omicron', 0.9977500211833339)]	BA.2.26 BA.2.16 BA.2.64 BA.2.33 BA.2.28 BA.2.31 BA.2.23 BA.2.24 BA.2.29	0.11086111 0.11086111 0.11086111 0.11086111 0.11086111 0.11086111 0.11086111 0.11086111 0.11086111	0.430327753	48.68407852
ENV-COV-22-82.tsv	[('Omicron', 0.9990160624932234)]	XAR XN	0.49950803 0.49950803	0.394292245	46.88492793
ENV-COV-22-83.tsv	[('Omicron', 0.9636600875964363), ('Other', 0.03322965819298058)]	XAL XAQ XM XAK XF XP BA.1.15.3 BA.1.16.1 BA.1.1.16 BA.1.1.5 BA.1.1.17 BA.1.1.3 BA.1.15.1 BA.1.15.2 BD.1 BA.1.16.2 BA.1.1.2 BA.1.1.18 BA.1.1.9 BA.1.1.7 BA.1.1.10 BA.1.1.15 BA.1.1.8 BA.1.1.12 BA.1.1.11 BA.1.1.6 BA.1.1.13 BA.1.1.14 BA.1.1.4 BA.1.8 BA.1.15 BA.1.13.1 BA.1.23 BA.1.2 BA.1.20 BA.1.22 BA.1.24 BA.1.17.2 BA.1.17.1 BA.1.14.2 BA.1.14.1 BA.1.3 BA.1.1 BA.1.18 BA.1.17 BA.1.16 BA.1.13 BA.1.14 BA.1.9 BA.1.19 BA.1.21 BA.1.5 BA.1.6 BA.1.4 BA.1.7 BA.1.12 BA.1.10 BA.1 C.23 B.1.1.529	0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483 0.01661483	0.007138831	4.527973782
ENV-COV-22-84.tsv	[('Omicron', 0.9954013868726876)]	BA.2.23 BA.1 BA.3 BA.5 XAP	0.42474400 0.21476349 0.18354669 0.10019307 0.07215413	15.70299966	99.24422299
ENV-COV-22-85.tsv	[]			8.43E-13	0
ENV-COV-22-86.tsv	[('Omicron', 0.9904092872964202)]	BA.2.56 CL.1.3 CL.1 DJ.1.3 BA.2.10.2 BA.2.10.3 BA.2.11 BA.2.28 BA.2.40 BA.2.8 BA.2.72 BA.2.31 BA.5.1.7 BA.5.1.26 BA.5.8 BA.5.1.1 BA.5.1.19 BA.5.1.25 BA.5.1.15 BA.5.1.28 BA.5.1.5 DH.1 BA.4.1.11 BA.5.1.2 BA.5.1.30 BA.5.1.3 BA.5.1.23 BA.5.1.34 BA.5.1.12 BA.5.1.14 BA.5.1.24 BA.5.1.17 BA.5.1.22 BA.5.1 BA.5.5 BA.4.1.10 BA.4.1.8 XAC XAT BA.5 BA.4.1.4 BA.4.1.9 BA.4.1.5 BA.4.1 XAD XZ BA.4 XAH BA.4.8 XAS BA.2.38.3 BA.2.38.1 DD.1 BA.2.9.4 BA.2.53 BA.2.74 BA.2.3.15 BA.2.22 BA.2.3.21 BA.2.3.18 BA.2.3.12 BA.2.46 BA.2.47 BA.2.9.3 BA.2.45 BA.2.81 BA.2.15 BA.2.76 BA.2.79 BA.2.78 BA.2.3.5 BA.2.3.16 BA.2.3.10 BA.2.3.9 BA.2.3.2 BA.2.3.13 BA.2.40.1 BA.2.69 BA.2.36 BA.2.9 BA.2.7 BA.2.6 BA.2.71 BA.2.34 BA.2.14 BA.2.31.1 BA.2.32 BA.2.87 BA.2.16 BA.2.38 BA.2.73 BA.2.17 BA.2.23 BA.2.24 BA.2.3 BA.2.10 BA.2.58 BA.2.65 BA.2.4 DJ.1.1 BT.1 CU.1 XAV BA.5.1.37 BA.5.1.21 XAN DJ.1 BA.5.1.29	0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046 0.00917046	1.254417405	27.82663947
ENV-COV-22-87.tsv	[('Delta', 0.9963747924900112)]	AY.29.1 AY.102 AY.29 AY.5 AY.46 AY.39 AY.3 AY.110 AY.118 AY.116 AY.103 AY.44 AY.98 AY.122 AY.126	0.07107375 0.07107375 0.07107375 0.07107375 0.07107375 0.07107375 0.07107375 0.07107375 0.07107375 0.07107375 0.07107375 0.07107375 0.07107375 0.07107375 0.00134228	18.35723521	70.55479383
ENV-COV-22-88.tsv	[('Omicron', 0.9948273537854185)]	BA.2.87 BA.2.56 BA.2.15	0.58336272 0.22970663 0.18175800	6.75750626	99.24422299
ENV-COV-22-89.tsv	[('Omicron', 0.9966520004034924)]	BA.2.23 XAH BA.2.34 BA.2.16	0.46375674 0.31503854 0.19493731 0.02291941	10.26046906	87.31899809
ENV-COV-22-9.tsv	[('Omicron', 0.9954493028660829)]	BA.1 XAP BA.2.23 XE BA.1.4 XM	0.47023110 0.26345711 0.13217558 0.06137475 0.04634140 0.02186936	8.521931827	92.77998863
