	summarized	lineages	abundances	resid	coverage
ENV-COV-24-2034_S30.tsv	[('LB.1* (LB.1.X)', 0.9979703139886044)]	LB.1	0.99797031	7.485041174	68.93957128
ENV-COV-24-2010_S18.tsv	[('BA.2.86* (BA.2.86.X)', 0.31193654838806617), ('KP.3* (KP.3.X)', 0.27504519418432516), ('KP.3.1.1* (KP.3.1.1.X)', 0.27504480539756504), ('KP.2* (KP.2.X)', 0.06996629244867346), ('LB.1* (LB.1.X)', 0.06340782617020957)]	KP.3.1 KP.3.1.1 KS.1.1 KS.1 JN.1.16 JN.1.16.1 LB.1 KP.2.8 KP.1.1.1 KP.2.14 KP.2.15 KP.1.1.2 KP.2.3 KP.2.10 KP.1 KP.2 KP.1.1 JN.1.11.1	0.27504519 0.27504481 0.06340783 0.06340783 0.06340783 0.06340783 0.06340783 0.01166105 0.01166105 0.01166105 0.01166105 0.01166105 0.01166105 0.01166105 0.01166105 0.01166105 0.01166105 0.01166105	5.355023466	48.1021971
ENV-COV-24-2003_S14.tsv	[('KP.2* (KP.2.X)', 0.61451521757135), ('BA.2.86* (BA.2.86.X)', 0.38407201098855465)]	JN.1.11.1 KP.1.1 KP.2.1 KP.2.3 KP.2.8 KP.1.1.2 KP.1.1.1 KP.2.10 KP.2.14 KP.2.15 KP.2 KP.2.12 KP.1	0.07681440 0.07681440 0.07681440 0.07681440 0.07681440 0.07681440 0.07681440 0.07681440 0.07681440 0.07681440 0.07681440 0.07681440 0.07681440	0.9232014601	33.39798682
ENV-COV-24-2052_S35.tsv	[('KP.3* (KP.3.X)', 0.4632460568845662), ('LB.1* (LB.1.X)', 0.3223559989046334), ('BA.2.86* (BA.2.86.X)', 0.21064996652215637), ('KP.2* (KP.2.X)', 0.002301974174800288)]	KP.3.1 LB.1 JN.1.16.1 KP.2.3	0.46324606 0.32235600 0.21064997 0.00230197	8.713380385	90.57954051
ENV-COV-24-2008_S17.tsv	[('KP.3* (KP.3.X)', 0.6426739109879352), ('KP.3.1.1* (KP.3.1.1.X)', 0.18590849999927686), ('KP.2* (KP.2.X)', 0.16906021831565474)]	KP.3 KP.3.1 KP.3.1.1 KP.2.14 KP.3.3 KP.2.3	0.33081041 0.18590850 0.18590850 0.16755872 0.12595500 0.00150150	8.572318218	64.05042972
ENV-COV-24-2054_S37.tsv	[('KP.3* (KP.3.X)', 0.5800130950635789), ('KP.3.1.1* (KP.3.1.1.X)', 0.2322839999995659), ('LB.1* (LB.1.X)', 0.18486299999835412), ('KP.2* (KP.2.X)', 0.0012635800029000871)]	KP.3.2 KP.3.1.1 LB.1 KP.2.3	0.58001310 0.23228400 0.18486300 0.00126358	15.63622201	95.49209109
ENV-COV-24-2020_S21.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.5444529999459465), ('BA.2.86* (BA.2.86.X)', 0.44967726028453503), ('KP.2* (KP.2.X)', 0.004003558955794455)]	KP.3.1.1 JN.1.48 JN.1.48.2 KP.2.3	0.54445300 0.22483863 0.22483863 0.00400356	2.777091962	41.8018259
ENV-COV-24-1993_S12.tsv	[('LB.1* (LB.1.X)', 0.3411819999852097), ('KP.3* (KP.3.X)', 0.32824211040400586), ('KP.3.1.1* (KP.3.1.1.X)', 0.3282421102838743), ('KP.2* (KP.2.X)', 0.0014400900420555478)]	LB.1 KP.3.1 KP.3.1.1 KP.2.3	0.34118200 0.32824211 0.32824211 0.00144009	5.82161339	30.32806073
ENV-COV-24-2022_S22.tsv	[('LB.1* (LB.1.X)', 0.49939394260936637), ('BA.2.86* (BA.2.86.X)', 0.49939394237924156)]	LB.1 JN.1.9.2	0.49939394 0.49939394	5.243265574	58.1112263
ENV-COV-24-1985_S9.tsv	[('LB.1* (LB.1.X)', 0.9316269998342144), ('BA.2.86* (BA.2.86.X)', 0.06624567138053106)]	LB.1 JN.1.16.1	0.93162700 0.06624567	9.352439187	99.20409323
ENV-COV-24-1973_S5.tsv	[('BA.2.86* (BA.2.86.X)', 0.8721719624940504), ('KP.2* (KP.2.X)', 0.12294394323657921), ('KP.3* (KP.3.X)', 0.001658369907925172)]	JN.1.16.1 JN.1.15 KP.2 KP.2.1 KP.2.3 KP.3 KU.2	0.73801164 0.13283757 0.05985584 0.05985584 0.00323226 0.00165837 0.00132275	10.29394628	80.09564258
ENV-COV-24-1970_S3.tsv	[('BA.2.86* (BA.2.86.X)', 0.99807433338858), ('KP.2* (KP.2.X)', 0.0012740031000159605)]	KP.5 KP.2.3	0.99807433 0.00127400	3.220338878	60.2815771
ENV-COV-24-2053_S36.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.5859149499664994), ('BA.2.86* (BA.2.86.X)', 0.41069380676694045)]	KP.3.1.1 JN.1.16.1 KP.5 LD.1	0.58591495 0.19246287 0.12398007 0.09425087	9.541354549	97.63234458
ENV-COV-24-2029_S27.tsv	[('BA.2.86* (BA.2.86.X)', 0.8815724645200405), ('LB.1* (LB.1.X)', 0.11407250488246569), ('KP.2* (KP.2.X)', 0.0021221858033797928)]	JN.1.26 JN.1.9.2 LB.1 JN.1.9 JN.1.49.2 JN.1.49.1 JN.1.49 KP.2.3	0.31401745 0.11407250 0.11407250 0.11407250 0.11313667 0.11313667 0.11313667 0.00212219	7.999955987	55.51616895
ENV-COV-24-2048_S34.tsv	[('LB.1* (LB.1.X)', 0.9967210000003828), ('BA.2.86* (BA.2.86.X)', 0.0011793623999152099)]	LB.1 JN.1.16.1	0.99672100 0.00117936	12.00173517	89.55623182
ENV-COV-24-2024_S24.tsv	[('LB.1* (LB.1.X)', 0.8569369998959355), ('BA.2.86* (BA.2.86.X)', 0.13787639535280324), ('KP.2* (KP.2.X)', 0.0013927010014531018)]	LB.1 JN.1.11.1 JN.1.16 KP.2.3	0.85693700 0.13596656 0.00190984 0.00139270	9.95649043	97.48185801
ENV-COV-24-2023_S23.tsv	[('LB.1* (LB.1.X)', 0.4605549995875142), ('BA.2.86* (BA.2.86.X)', 0.3266353787464592), ('KP.3.1.1* (KP.3.1.1.X)', 0.2075247688956087), ('Omicron', 0.0028359999622834357), ('KP.2* (KP.2.X)', 0.001548385012418844)]	LB.1 JN.1.49.1 KP.3.1.1 JN.1.9.2 BA.3 KP.2.3	0.46055500 0.31245500 0.20752477 0.01418038 0.00283600 0.00154839	22.75874429	91.99077016
ENV-COV-24-2015_S20.tsv	[('BA.2.86* (BA.2.86.X)', 0.7981986032089651), ('LB.1* (LB.1.X)', 0.19954965080223755)]	JN.1.9 LB.1 JN.1.9.1 JN.1.9.2 JN.1.32.1	0.19954965 0.19954965 0.19954965 0.19954965 0.19954965	7.752590015	29.47864763
ENV-COV-24-1972_S4.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.9922180000011934)]	KP.3.1.1	0.992218	6.194809023	67.95973648
ENV-COV-24-2027_S26.tsv	[('BA.2.86* (BA.2.86.X)', 0.575480606574243), ('KP.3* (KP.3.X)', 0.2575352089379913), ('KP.2* (KP.2.X)', 0.07974871134649784), ('JN.1.7* (JN.1.7.X)', 0.05231641877947662), ('JN.1.18* (JN.1.18.X)', 0.02615820938973831), ('Other', 0.0037545266745452346)]	KP.3.1 KP.2.8 KP.2.6 KP.1.1.2 KP.2.7 KP.2.10 KP.1.1 KP.3.2 KP.2.15 KP.1.2 KP.2 KP.5 KP.1 JN.1.4.6 KQ.1 KP.3 LE.1.1 JN.1.7.1 JN.1.7.4 JN.1.7.3 JN.1.11.1 JN.1.4.8 JN.1.39.2 LE.2 LE.1 JN.1.54.1 JN.1.7 JN.1.25.1 JN.1.55.2 JN.1.18 JN.1.4 JN.1.16.1 JN.1.18.3 JN.1.6.1 JN.1.4.3 JN.1.4.1 JN.1.4.7 JN.1.4.4 JN.1.35 JN.1.11 JN.1.25 JN.1.49.1 JN.1.49.2 JN.1.16 JN.1.6 JN.1.55 JN.1.21 JN.1.39 JN.1.37 JN.1.54 JN.1.40 JN.1.34 JN.1.10 JN.1.20 JN.1.49 JN.1.15 JN.1.32 JN.1.3 JN.1 XDR KP.2.3	0.23137700 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.01307910 0.00375453 0.00127408	4.507614449	53.1317928
ENV-COV-24-1964_S1.tsv	[('BA.2.86* (BA.2.86.X)', 0.6494527606701561), ('KP.3.1.1* (KP.3.1.1.X)', 0.2080542242022318), ('LB.1* (LB.1.X)', 0.13615946922176225), ('KP.2* (KP.2.X)', 0.0018257677713701588)]	JN.1.41 JN.1.26 KP.3.1.1 JN.1.9.2 LB.1 KP.2.3	0.29657823 0.21671500 0.20805422 0.13615953 0.13615947 0.00182577	7.991212878	47.70089958
ENV-COV-24-2105_S22.tsv	[('BA.2.86* (BA.2.86.X)', 0.8316529011634292), ('KP.3.1.1* (KP.3.1.1.X)', 0.1668330016596237)]	JN.1.49.1 KP.3.1.1 JN.1.4.4	0.70364288 0.16683300 0.12801002	7.02140044	85.92783333
ENV-COV-24-2070_S5.tsv	[('BA.2.86* (BA.2.86.X)', 0.9861397193276462)]	JN.1.11 JN.1.1.4 JN.1.40 JN.1.9	0.97652665 0.00396683 0.00293255 0.00271368	5.609364639	44.23970839
ENV-COV-24-2106_S23.tsv	[('BA.2.86* (BA.2.86.X)', 0.49685441097018573), ('LB.1* (LB.1.X)', 0.2967114999998008), ('KP.2* (KP.2.X)', 0.20290750402642865)]	LB.1 JN.1.9.2 JN.1.44.1 KP.2.10 KP.2	0.29671150 0.29671150 0.20014291 0.17283400 0.03007350	13.76154128	92.43888573
ENV-COV-24-2109_S25.tsv	[('BA.2.86* (BA.2.86.X)', 0.8489086818661941), ('LB.1* (LB.1.X)', 0.14520299998824357)]	JN.1.16.1 JN.1.48 LB.1	0.68789443 0.16101425 0.14520300	12.3552224	92.16132161
ENV-COV-24-2096_S17.tsv	[('KP.3* (KP.3.X)', 0.9990844622999355)]	KP.3	0.99908446	4.175937884	66.30104003
ENV-COV-24-2080_S7.tsv	[('KP.3* (KP.3.X)', 0.3467433723368818), ('KP.3.1.1* (KP.3.1.1.X)', 0.32395104124377555), ('BA.2.86* (BA.2.86.X)', 0.3229794911879799), ('KP.2* (KP.2.X)', 0.004431308911004227)]	KP.3.1.1 JN.1.32 KP.3.1 KP.3.3 JN.1.52 JN.1.32.1 KP.2.3.1 KP.1.2	0.32395104 0.22718010 0.22102237 0.12572100 0.05676411 0.03636356 0.00443131 0.00267172	9.739651684	89.18168746
ENV-COV-24-2088_S13.tsv	[('BA.2.86* (BA.2.86.X)', 0.45120368101275116), ('KP.3* (KP.3.X)', 0.3241622489976653), ('JN.1.18* (JN.1.18.X)', 0.13582062865599734), ('KP.2* (KP.2.X)', 0.040707428912357055), ('LB.1* (LB.1.X)', 0.04029308734302474)]	KP.3 JN.1.32 JN.1.16.1 JN.1.26 JN.1.18.3 JN.1.18 JN.1.32.1 KP.5 LB.1 JN.1.9.2 KP.2 KP.2.3 LF.1	0.32416225 0.15919615 0.06791031 0.06791031 0.06791031 0.06791031 0.06105487 0.05371723 0.04029309 0.04029304 0.03696632 0.00374111 0.00112176	10.13648451	87.67682172
ENV-COV-24-2061_S2.tsv	[('KP.2* (KP.2.X)', 0.9976067010086836)]	KP.2.7	0.9976067	8.529080529	83.0150821
ENV-COV-24-2092_S14.tsv	[('LB.1* (LB.1.X)', 0.6721309999470197), ('BA.2.86* (BA.2.86.X)', 0.2101521213251052), ('KP.2* (KP.2.X)', 0.11456799999475248)]	LB.1 JN.1.58.2 KP.2.3.1 KP.2.3 JN.1.49.1	0.67213100 0.15976452 0.05891220 0.05565580 0.05038760	10.63397086	96.726081
ENV-COV-24-2093_S15.tsv	[('BA.2.86* (BA.2.86.X)', 0.6212123028079832), ('LB.1* (LB.1.X)', 0.3644309999988078), ('KP.3* (KP.3.X)', 0.011974065497219834)]	JN.1.40 LB.1 KP.3.3	0.62121230 0.36443100 0.01197407	8.103089351	91.0577534
ENV-COV-24-2084_S10.tsv	[('LB.1* (LB.1.X)', 0.5428979970306425), ('BA.2.86* (BA.2.86.X)', 0.4563113535229917)]	LB.1 JN.1.8.2 JN.1.1.3	0.54289800 0.45482325 0.00148810	5.024850551	59.4689496
ENV-COV-24-2118_S30.tsv	[('LB.1* (LB.1.X)', 0.49917693893341836), ('BA.2.86* (BA.2.86.X)', 0.49917693891056225)]	LB.1 JN.1.9.2	0.49917694 0.49917694	7.347302271	86.82406448
ENV-COV-24-2095_S16.tsv	[('BA.2.86* (BA.2.86.X)', 0.5391360960171868), ('LB.1* (LB.1.X)', 0.4578649986217657)]	JN.1.49.1 LB.1	0.53913610 0.45786500	10.2308985	84.18218908
ENV-COV-24-2060_S1.tsv	[('LB.1* (LB.1.X)', 0.5775559999901609), ('BA.2.86* (BA.2.86.X)', 0.4198636758465545)]	LB.1 JN.1.52	0.57755600 0.41986368	15.39398945	76.4973414
ENV-COV-24-2087_S12.tsv	[('BA.2.86* (BA.2.86.X)', 0.5804014394285398), ('KP.3* (KP.3.X)', 0.3479514612619749), ('LB.1* (LB.1.X)', 0.06185292914727668), ('KP.2* (KP.2.X)', 0.0018568189996284125)]	JN.1.11 KP.3.2 KP.3 LB.1 JN.1.9.2 JN.1.9 KP.2.3 JN.1.55	0.46105484 0.17397573 0.17397573 0.06185293 0.06185293 0.05599114 0.00185682 0.00150253	11.97304406	90.01103568
ENV-COV-24-2082_S9.tsv	[('KP.3* (KP.3.X)', 0.5100112729056969), ('BA.2.86* (BA.2.86.X)', 0.20146082100675322), ('LB.1* (LB.1.X)', 0.103090738125872), ('KP.2* (KP.2.X)', 0.10135999652463809), ('KP.3.1.1* (KP.3.1.1.X)', 0.08079130954229981)]	KP.3.1 JN.1.32.1 KP.3 LB.1 KP.2.5 KP.3.1.1 KP.3.3	0.31251369 0.20146082 0.16206649 0.10309074 0.10136000 0.08079131 0.03543109	11.18785449	95.99036886
ENV-COV-24-2111_S26.tsv	[('BA.2.86* (BA.2.86.X)', 0.5630351625785731), ('LB.1* (LB.1.X)', 0.22464049881507359), ('JN.1.18* (JN.1.18.X)', 0.13535786550717863), ('KP.3.1.1* (KP.3.1.1.X)', 0.045081999891687395), ('JN.1.7* (JN.1.7.X)', 0.027261383804234988)]	LB.1 JN.1.9.2 LA.1 JN.1.18.3 JN.1.49.1 JN.1.16.1 JN.1.26 JN.1.24.1 JN.1.18 KP.3.1.1 JN.1.7.3	0.22464050 0.22464050 0.06767893 0.06767893 0.06767893 0.06767893 0.06767893 0.06767893 0.06767893 0.04508200 0.02726138	7.175911978	73.16991606
ENV-COV-24-2079_S6.tsv	[('BA.2.86* (BA.2.86.X)', 0.5151645248311079), ('Omicron', 0.437684832791768), ('KP.3* (KP.3.X)', 0.04497139798703901)]	BA.3 JN.1.49.2 JN.1.49.1 JN.1.49 KP.3.1	0.43768483 0.17172151 0.17172151 0.17172151 0.04497140	18.92618559	81.92489048
ENV-COV-24-2107_S24.tsv	[('BA.2.86* (BA.2.86.X)', 0.6647004531173842), ('LB.1* (LB.1.X)', 0.33235022655115604)]	JN.1.9 JN.1.9.2 LB.1	0.33235023 0.33235023 0.33235023	4.331803409	54.7436712
ENV-COV-24-2086_S11.tsv	[('BA.2.86* (BA.2.86.X)', 0.6982921702730926), ('LB.1* (LB.1.X)', 0.20085199924403155), ('KP.2* (KP.2.X)', 0.09699389925514873)]	JN.1.16.1 JN.1.4.4 LB.1 KP.2.5	0.35245417 0.34583800 0.20085200 0.09699390	16.35049599	89.25191452
ENV-COV-24-2099_S18.tsv	[('BA.2.86* (BA.2.86.X)', 0.4437000000223214), ('LB.1* (LB.1.X)', 0.44168203703004166), ('KP.3.1.1* (KP.3.1.1.X)', 0.11212799097330588), ('KP.2* (KP.2.X)', 0.0010626999959740754)]	LB.1 JN.1.13 KP.1.1.3 KP.3.1.1 KP.2.3	0.44168204 0.30324400 0.14045600 0.11212799 0.00106270	12.53841587	90.53606662
ENV-COV-24-1081_S8.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.6649619999999976), ('BA.2.86* (BA.2.86.X)', 0.33036119720087426)]	KP.3.1.1 JN.1.32 JN.1.52 JN.11	0.66496200 0.24933538 0.05898690 0.02203891	10.9093295	94.7664114
ENV-COV-24-2113_S28.tsv	[('BA.2.86* (BA.2.86.X)', 0.998712018932874)]	KS.1.1	0.99871202	9.071906328	85.18208875
ENV-COV-24-2117_S29.tsv	[('LB.1* (LB.1.X)', 0.8673951492169188), ('BA.2.86* (BA.2.86.X)', 0.12828755217276988)]	LB.1 JN.1.16.1 JN.1.32.1 JN.1.32 JN.1.16	0.86739515 0.04137279 0.03526585 0.02929551 0.02235341	11.34687257	95.45196134
ENV-COV-24-2102_S20.tsv	[('BA.2.86* (BA.2.86.X)', 0.6662254086662909), ('LB.1* (LB.1.X)', 0.33168611433623857)]	JN.1.9.2 LB.1 JN.1.9 JN.1.12 JN.1.30	0.33168611 0.33168611 0.33168611 0.00153218 0.00132100	8.489081686	84.75403806
ENV-COV-24-2067_S4.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.6090330000163737), ('KP.2* (KP.2.X)', 0.1586906695080876), ('BA.2.86* (BA.2.86.X)', 0.11532557452336918), ('LB.1* (LB.1.X)', 0.11532557452148534)]	KP.3.1.1 KP.2 JN.1.9.2 LB.1 KP.2.3.1	0.60903300 0.15354487 0.11532557 0.11532557 0.00514580	8.107637054	71.14336354
ENV-COV-24-2066_S3.tsv	[('KP.2* (KP.2.X)', 0.4131376993470958), ('BA.2.86* (BA.2.86.X)', 0.27282786478549836), ('LB.1* (LB.1.X)', 0.20532699963163542), ('KP.3* (KP.3.X)', 0.05782996501384424), ('JN.1.18* (JN.1.18.X)', 0.045000576769093914), ('KP.3.1.1* (KP.3.1.1.X)', 0.001521286176172876)]	KP.2.3 JN.1.9.2 LB.1 KP.3 JN.1.18.3 JN.1.16.1 JN.1.26 JN.1.4.4 JN.1.18 KP.2.15 KP.3.1.1	0.40978200 0.20532700 0.20532700 0.05782997 0.02250029 0.02250029 0.02250029 0.02250029 0.02250029 0.00335570 0.00152129	8.789506266	84.00160519
ENV-COV-24-2112_S27.tsv	[('BA.2.86* (BA.2.86.X)', 0.9281714367242441), ('KP.3* (KP.3.X)', 0.03180709783742833), ('JN.1.18* (JN.1.18.X)', 0.021153512633371632), ('LB.1* (LB.1.X)', 0.011876945732984237)]	KS.1.1 JN.1.9.1 JN.1.11 JN.1.9 JN.1.16 JN.1 KP.3.3 JN.1.9.2 LB.1 JN.1.26 JN.1.18.3 JN.1.16.1 JN.1.18	0.26393900 0.25915100 0.17704147 0.09882911 0.04809020 0.04809020 0.03180710 0.01187695 0.01187695 0.01057676 0.01057676 0.01057676 0.01057676	14.15159523	92.26164599
ENV-COV-24-2100_S19.tsv	[('BA.2.86* (BA.2.86.X)', 0.9654763675779439), ('KP.3* (KP.3.X)', 0.031081870001051625), ('KP.2* (KP.2.X)', 0.0013020059984081421)]	JN.1.48 JN.1.48.1 JN.1.1.5 KR.3 KP.3.3 KP.2.3	0.36928557 0.31264700 0.14177190 0.14177190 0.03108187 0.00130201	6.869795761	75.89873926
ENV-COV-24-2149_S114.tsv	[('BA.2.86* (BA.2.86.X)', 0.7638062933759326), ('KP.2* (KP.2.X)', 0.08040066246062429), ('Other', 0.06317194907620481), ('JN.1.7* (JN.1.7.X)', 0.04020033123031215), ('KP.3* (KP.3.X)', 0.022971617845892658), ('JN.1.18* (JN.1.18.X)', 0.022971617845892658), ('LB.1* (LB.1.X)', 0.005742904461473164)]	JN.1 XDK.1.1 XDK.1.2 XDR XDK.4.1 XDK.6 JN.1.34 JN.1.10 JN.1.55 JN.1.21 JN.1.15 JN.1.32 JN.1.20 JN.1.51 KW.1.1.1 KS.1.1 KP.2.2 KP.1.1.1 KP.3.2.2 KP.3.2.1 KW.1.1 KS.1.2 LK.1 KP.2.14 KP.2.7 KP.2.6 KP.2.5 KP.2.4 KP.2.3 KP.4.2 KP.2.11 KP.2.12 KP.2.1 KP.1.1.2 KP.1.1.3 KP.4.1 KP.3.2 JN.1.50.1 KW.1.2 KS.1 LF.1.1 KR.2 KZ.1.1.1 KP.2.15 KP.2.10 KP.1.1 KP.1.2 JN.1.50 KW.1 JN.1.13.1 JN.1.23 JN.1.57.1 KR.3 JN.1.1.8 KZ.1.1 KP.2 KP.1 KP.5 KP.4 KP.3 KR.5 LN.1.1 KU.2 KU.1 JN.1.27 LF.1 LA.2 JN.1.18.2 LE.1.1 LE.1.2 JN.1.7.5 JN.1.7.2 JN.1.7.1 JN.1.7.4 JN.1.7.3 JN.1.1.5 JN.1.1.4 JN.1.1.1 JN.1.1.3 KZ.1 LC.1 JN.1.1.2 JN.1.55.1 JN.1.11.1 JN.1.28.1 LN.1 JN.1.30.1 JN.1.14 JN.1.13 LF.2 LA.1 LF.3 LB.1 JN.1.9.1 JN.1.43.1 KQ.1 LE.2 LE.1 JN.1.4.8 JN.1.39.2 JN.1.54.1 JN.1.7 JN.1.57 JN.1.1.6 JN.1.1.7 JN.1.55.2 JN.1.25.1 JN.1.5 LJ.1 JN.1.29.1 JN.1.39.3 JN.1.17 JN.1.47.2 JN.1.47.1 JN.1.16.2 JN.1.42.2 JN.1.42.1 JN.1.26 JN.1.16.1 JN.1.18.3 JN.1.6.1 JN.1.18.1 JN.1.9.2 JN.1.4.3 JN.1.4.1 JN.1.4.7 JN.1.4.4 JN.1.19 JN.1.22 JN.1.32.1 JN.1.11 JN.1.25 JN.1.51.1 JN.1.29 JN.1.58.2 JN.1.58.1 JN.1.49.1 JN.1.49.2 JN.1.24.1 JN.1.47 JN.1.53.1 JN.1.46 JN.1.31 JN.1.16 JN.1.6 JN.1.30 JN.1.42 JN.1.18 JN.1.9 JN.1.43 JN.1.4 JN.1.39 JN.1.37 JN.1.54 JN.1.52 JN.1.45 JN.1.40 JN.1.1 JN.1.28 JN.1.58 JN.1.49 JN.1.24 JN.1.53 JN.1.38 JN.1.2 XDK.5 XDK.1 XDK.3 JN.1.23.1 XDK.4 LG.1 XDK KP.2.3.1 KP.4.2.1	0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290 0.00574290	0.9071855096	11.39350567
ENV-COV-24-2143_S109.tsv	[('LB.1* (LB.1.X)', 0.6246649999999403), ('BA.2.86* (BA.2.86.X)', 0.37149897179937785)]	LB.1 JN.1.20 JN.1.48	0.62466500 0.37029415 0.00120482	11.16126317	96.83309367
ENV-COV-24-2206_S141.tsv	[('BA.2.86* (BA.2.86.X)', 0.8992590167387788), ('LB.1* (LB.1.X)', 0.09662430027477652)]	JN.1.40 LB.1 JN.1.16.1	0.83642307 0.09662430 0.06283595	10.28776485	97.15413169
ENV-COV-24-2198_S136.tsv	[('KP.2* (KP.2.X)', 0.8569370374373864), ('KP.3* (KP.3.X)', 0.1421437932814904)]	KP.2.3.1 KP.2.10 KP.3.3 KP.3	0.63338704 0.22355000 0.08667170 0.05547209	16.31489175	94.66608701
ENV-COV-24-2166_S124.tsv	[('BA.2.86* (BA.2.86.X)', 0.6663134073182604), ('LB.1* (LB.1.X)', 0.3325859286591903)]	JN.1.9 LB.1 JN.1.9.2 JN.1.23	0.33258593 0.33258593 0.33258593 0.00114155	3.282142586	57.8135973
ENV-COV-24-2192_S132.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.9995159999759404)]	KP.3.1.1	0.999516	5.129654109	26.03752132
ENV-COV-24-2146_S111.tsv	[('BA.2.86* (BA.2.86.X)', 0.6248535757962571), ('LB.1* (LB.1.X)', 0.3214284976983859), ('JN.1.18* (JN.1.18.X)', 0.03526948354792565), ('JN.1.7* (JN.1.7.X)', 0.017634741773962823)]	JN.1.9.2 LB.1 KS.1.1 KS.1.2 LN.1.1 KU.2 KS.1 JN.1.13.1 JN.1.7.3 LF.1 JN.1.30.1 LN.1 JN.1.39.2 JN.1.42.2 JN.1.26 LA.1 JN.1.49.1 JN.1.16.1 JN.1.18.3 JN.1.58.2 JN.1.18 JN.1.24.1 JN.1.25.1 JN.1.31	0.32142850 0.32142850 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.01763474 0.00208768 0.00154679	2.045484863	29.38835568
ENV-COV-24-2168_S125.tsv	[('BA.2.86* (BA.2.86.X)', 0.8715656431586599), ('KP.3* (KP.3.X)', 0.10878720847177005), ('KP.3.1.1* (KP.3.1.1.X)', 0.01621279412681232)]	KS.1.1 JN.1.28 KP.3.3 JN.1.34 KP.3.1.1 JN.1.30	0.56504100 0.22132996 0.10878721 0.08331148 0.01621279 0.00188321	9.580047977	92.65625523
ENV-COV-24-2216_S148.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.9994191307801504)]	KP.3.1.1	0.99941913	11.41057023	61.66605357
ENV-COV-24-2238_S163.tsv	[('BA.2.86* (BA.2.86.X)', 0.661466590768216), ('KP.3* (KP.3.X)', 0.33519666625527106), ('KP.2* (KP.2.X)', 0.0016350471050471588)]	JN.1.11 KP.3.3 KP.3 KP.2.3	0.66146659 0.21463903 0.12055764 0.00163505	9.200136413	80.69758887
