	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	SiteProvince	DistrictName	EpiWeek	SampleCollectionDate	Sequence_ID	SiteName	Lineages	Abundances
COV-23-0830	432	432	432	Gauteng	Tshwane MM	37.0	2023-09-15	COV-23-0830	Atteridgeville Train Station	XBB.X XBB.1.5.X	[0.707584, 0.29207985]
COV-23-0831	433	433	433	Gauteng	Tshwane MM	37.0	2023-09-15	COV-23-0831	Vergenoeg	BA.2.87.1.X	[0.999559]
COV-23-0833	434	434	434	Gauteng	Tshwane MM	37.0	2023-09-15	COV-23-0833	Groenkloof	BA.2.86.X XBB.X XBB.1.5.X XBB.1.9.X	[0.58311598, 0.36113443, 0.0415606, 0.00925007]
COV-23-0834	435	435	435	Gauteng	Ekurhuleni MM	38.0	2023-09-18	COV-23-0834	Midstream	BA.2.86.X XBB.X XBB.1.5.X XBB.2.3.X XBB.1.16.X EG.5.X	[0.5274535899999999, 0.19025193000000004, 0.1406782, 0.09880094, 0.03128058, 0.00501538]
COV-23-0835	436	436	436	Gauteng	Ekurhuleni MM	38.0	2023-09-18	COV-23-0835	Tembisa Mall	BA.2.87.1.X XBB.X BA.2.X BA.2.86.X	[0.620904, 0.216506, 0.11224510999999998, 0.04458593]
COV-23-0837	438	438	438	Gauteng	Ekurhuleni MM	38.0	2023-09-18	COV-23-0837	Sasol Garage	BA.2.86.X XBB.1.5.X	[0.87704336, 0.12098613]
COV-23-0838	439	439	439	KwaZulu-Natal	Ethekwini MM	38.0	2023-09-18	COV-23-0838	Northern Wastewater Treatment Works (KZN)	XBB.X XBB.1.5.X	[0.93549657, 0.06029995]
COV-23-0839	440	440	440	KwaZulu-Natal	Ethekwini MM	38.0	2023-09-18	COV-23-0839	Central Wastewater Treatment Works (KZN)	BA.2.86.X XBB.1.5.X XBB.X	[0.6114361300000001, 0.19479582, 0.19219255]
COV-23-0840	441	441	441	Gauteng	Tshwane MM	38.0	2023-09-19	COV-23-0840	Daspoort Wastewater Treatment Works	XBB.X XBB.1.5.X BA.2.86.X XBB.1.16.X BA.2.87.1.X BA.2.X XBB.2.3.X	[0.380149, 0.23274263, 0.28891735999999996, 0.0380356, 0.020483, 0.03405674, 0.00106724]
COV-23-0843	442	442	442	Gauteng	Tshwane MM	38.0	2023-09-19	COV-23-0843	Vergenoeg	XBB.1.5.X	[0.99950868]
COV-23-0844	443	443	443	Gauteng	Tshwane MM	38.0	2023-09-19	COV-23-0844	Laudium	XBB.X BA.2.86.X XBB.1.5.X BA.2.X XBB.2.3.X	[0.35100155, 0.46875, 0.1148222, 0.04693828, 0.01138855]
COV-23-0846	444	444	444	Eastern Cape	Buffalo City MM	38.0	2023-09-12	COV-23-0846	Mdantsane Wastewater Treatment Works	BA.2.X BA.2.87.1.X BA.4.X	[0.98021911, 0.0121521, 0.00555765]
COV-23-0848	445	445	445	Eastern Cape	Buffalo City MM	38.0	2023-09-14	COV-23-0848	Mdantsane Wastewater Treatment Works	XBB.1.5.X BA.2.86.X XBB.X XBB.1.16.X	[0.40180159, 0.36174234, 0.19094453, 0.04049929]
COV-23-0850	446	446	446	Gauteng	Ekurhuleni MM	38.0	2023-09-19	COV-23-0850	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X BA.2.86.X XBB.2.3.X XBB.X	[0.3141515200000001, 0.352941, 0.25013427, 0.08057299999999999]
COV-23-0851	447	447	447	Gauteng	Tshwane MM	38.0	2023-09-20	COV-23-0851	Rooiwal Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X XBB.1.9.X BA.5.X Recombinants	[0.37888689, 0.28292574, 0.24713420000000003, 0.04824653, 0.02519024, 0.01070229]
COV-23-0852	448	448	448	Gauteng	Johannesburg MM	38.0	2023-09-20	COV-23-0852	Chris Hani Baragwanath Hospital	BA.2.86.X XBB.X XBB.1.5.X BA.2.X	[0.85966867, 0.11072941, 0.01321781, 0.00663123]
COV-23-0853	449	449	449	Gauteng	Johannesburg MM	38.0	2023-09-20	COV-23-0853	Motsoaledi	XBB.X XBB.1.5.X Recombinants	[0.4046244, 0.17453637, 0.41875640000000003]
COV-23-0854	450	450	450	Gauteng	Johannesburg MM	38.0	2023-09-20	COV-23-0854	Bushkoppies Inlet	XBB.X XBB.1.5.X BA.2.86.X BA.2.X	[0.55511112, 0.26826371, 0.16630675, 0.00696949]
COV-23-0855	451	451	451	Gauteng	Johannesburg MM	38.0	2023-09-20	COV-23-0855	Bushkoppies Final	BA.2.86.X XBB.X BA.2.X XBB.1.5.X	[0.44332668, 0.40253408, 0.0482009, 0.10073223]
COV-23-0857	453	453	453	Gauteng	Ekurhuleni MM	38.0	2023-09-21	COV-23-0857	Midstream	BA.2.86.X XBB.1.5.X XBB.2.3.X XBB.X EG.5.X XBB.1.9.X XBB.1.16.X BA.2.X	[0.46681389, 0.21500260000000002, 0.14131192, 0.09447481999999999, 0.02574104, 0.02692842, 0.01256327, 0.009125210000000002]
COV-23-0860	454	454	454	Gauteng	Ekurhuleni MM	38.0	2023-09-21	COV-23-0860	Moloreng	XBB.1.5.X BA.2.86.X XBB.2.3.X XBB.X	[0.31297415, 0.36532544, 0.24263636, 0.07819198000000001]
COV-23-0862	455	455	455	Gauteng	Ekurhuleni MM	38.0	2023-09-21	COV-23-0862	Sasol Garage	XBB.1.5.X BA.2.86.X XBB.X Recombinants	[0.56267258, 0.26706569, 0.1175493, 0.0520833]
COV-23-0865	457	457	457	Gauteng	Tshwane MM	38.0	2023-09-22	COV-23-0865	Daspoort Wastewater Treatment Works	BA.2.86.X XBB.X BA.2.87.1.X XBB.1.5.X BA.2.X	[0.43703065999999996, 0.18874363, 0.139696, 0.22450330000000002, 0.0024906]
COV-23-0866	458	458	458	Gauteng	Tshwane MM	38.0	2023-09-22	COV-23-0866	SAPS Training College	XBB.1.5.X XBB.X BA.2.86.X BA.2.X	[0.821839, 0.07115719999999999, 0.0960549, 0.0109489]
COV-23-0867	459	459	459	Gauteng	Tshwane MM	38.0	2023-09-22	COV-23-0867	Atteridgeville Train Station	XBB.1.5.X BA.2.86.X XBB.X	[0.938239, 0.055949040000000005, 0.00199929]
COV-23-0870	461	461	461	Gauteng	Tshwane MM	38.0	2023-09-22	COV-23-0870	Groenkloof	BA.2.86.X XBB.1.5.X XBB.X	[0.99060732, 0.00355872, 0.00347568]
COV-23-0872	462	462	462	Gauteng	Tshwane MM	39.0	2023-09-26	COV-23-0872	Daspoort Wastewater Treatment Works	XBB.X BA.2.86.X XBB.1.5.X BA.2.87.1.X BA.2.X Recombinants	[0.25114989, 0.40731039, 0.17967923, 0.0711257, 0.07338508, 0.01285762]
COV-23-0873	463	463	463	Gauteng	Tshwane MM	39.0	2023-09-26	COV-23-0873	SAPS Training College	BA.2.86.X XBB.X BA.2.X	[0.6470747299999999, 0.26860899000000005, 0.08299928]
COV-23-0874	464	464	464	Gauteng	Tshwane MM	39.0	2023-09-26	COV-23-0874	Atteridgeville Train Station	BA.2.86.X BA.2.X	[0.977064, 0.02252734]
COV-23-0875	465	465	465	Gauteng	Tshwane MM	39.0	2023-09-26	COV-23-0875	Vergenoeg	XBB.1.16.X BA.2.X XBB.X	[0.93846283, 0.044534989999999997, 0.01203728]
COV-23-0879	468	468	468	Gauteng	Johannesburg MM	39.0	2023-09-27	COV-23-0879	Motsoaledi	XBB.1.5.X XBB.X BA.2.86.X Recombinants	[0.31444836, 0.17236048, 0.50621082, 0.00683202]
COV-23-0880	469	469	469	Gauteng	Johannesburg MM	39.0	2023-09-27	COV-23-0880	Klipsruit Yard (Before tunnel)	XBB.1.9.X BA.2.86.X EG.5.X XBB.X BA.2.X	[0.48358602, 0.22619, 0.13917505, 0.123377, 0.02743659]
COV-23-0881	470	470	470	Gauteng	Johannesburg MM	39.0	2023-09-27	COV-23-0881	Klipspruit Veggies (After tunnel)	BA.2.86.X XBB.1.5.X XBB.X XBB.1.9.X BA.2.X BA.2.87.1.X Recombinants	[0.46677356, 0.25039817, 0.12328469, 0.0867888, 0.028581139999999998, 0.0222734, 0.015875]
COV-23-0882	471	471	471	Gauteng	Johannesburg MM	39.0	2023-09-27	COV-23-0882	Bushkoppies Inlet	BA.2.86.X XBB.1.5.X XBB.X XBB.1.16.X BA.2.X	[0.36864600000000003, 0.30963300000000005, 0.20682486, 0.08279638, 0.02745053]
COV-23-0883	472	472	472	Gauteng	Johannesburg MM	39.0	2023-09-27	COV-23-0883	Bushkoppies Final	BA.2.86.X XBB.X XBB.1.5.X BA.2.X XBB.1.16.X XBB.1.9.X	[0.48959997999999993, 0.2533284, 0.14435594, 0.08884401, 0.00976784, 0.009269]
COV-23-0884	473	473	473	Gauteng	Ekurhuleni MM	39.0	2023-09-26	COV-23-0884	Hartebeesfontein Waterworks	BA.2.86.X XBB.X XBB.1.5.X	[0.5606739300000001, 0.32295309, 0.10828531]
COV-23-0885	474	474	474	Free State	Mangaung MM	39.0	2023-09-26	COV-23-0885	Bloemspruit Wastewater Treatment Works	XBB.X BA.2.86.X XBB.1.9.X XBB.1.5.X	[0.6314998, 0.20172054, 0.10245255, 0.05828569]
COV-23-0886	475	475	475	KwaZulu-Natal	Ethekwini MM	39.0	2023-09-26	COV-23-0886	Central Wastewater Treatment Works (KZN)	XBB.X BA.2.86.X XBB.1.5.X BA.2.X	[0.45906031, 0.27288524, 0.21342554, 0.05097871]
COV-23-0887	476	476	476	KwaZulu-Natal	Ethekwini MM	39.0	2023-09-26	COV-23-0887	Northern Wastewater Treatment Works (KZN)	BA.2.86.X XBB.X XBB.1.9.X	[0.92507751, 0.047700900000000004, 0.0222427]
COV-23-0888	477	477	477	Eastern Cape	Buffalo City MM	39.0	2023-09-26	COV-23-0888	Mdantsane Wastewater Treatment Works	BA.2.X BA.2.86.X XBB.1.5.X XBB.X	[0.5708036599999999, 0.256586, 0.14698356, 0.02300787]
COV-23-0891	478	478	478	Gauteng	Ekurhuleni MM	39.0	2023-09-28	COV-23-0891	Midstream	XBB.X	[0.998621]
COV-23-0895	479	479	479	Gauteng	Ekurhuleni MM	39.0	2023-09-28	COV-23-0895	Sasol Garage	XBB.1.9.X XBB.1.5.X	[0.707006, 0.28871047]
COV-23-0896	480	480	480	Gauteng	Tshwane MM	39.0	2023-09-29	COV-23-0896	Daspoort Wastewater Treatment Works	XBB.1.5.X	[0.99964615]
COV-23-0897	481	481	481	Gauteng	Tshwane MM	39.0	2023-09-29	COV-23-0897	SAPS Training College	BA.2.86.X XBB.X XBB.1.5.X EG.5.X XBB.1.16.X	[0.68435546, 0.17557535, 0.08395836999999999, 0.0290875, 0.02048205]
COV-23-0903	483	483	483	Gauteng	Ekurhuleni MM	40.0	2023-10-02	COV-23-0903	Tembisa Mall	XBB.1.5.X BA.2.86.X XBB.X XBB.1.9.X BA.2.X	[0.565198, 0.20861415, 0.15342404, 0.04972465, 0.02047726]
COV-23-0904	484	484	484	Gauteng	Ekurhuleni MM	40.0	2023-10-02	COV-23-0904	Moloreng	XBB.X XBB.1.5.X	[0.43831884, 0.55927635]
COV-23-0906	485	485	485	Gauteng	Ekurhuleni MM	40.0	2023-10-02	COV-23-0906	Sasol Garage	XBB.X XBB.1.5.X	[0.95711052, 0.03935802]
COV-23-0907	486	486	486	Gauteng	Tshwane MM	40.0	2023-10-03	COV-23-0907	Daspoort Wastewater Treatment Works	XBB.1.5.X	[0.99948135]
COV-23-0911	488	488	488	Gauteng	Tshwane MM	40.0	2023-10-03	COV-23-0911	Vergenoeg	XBB.X XBB.1.5.X XBB.1.16.X	[0.4424607, 0.29129131, 0.26471]
COV-23-0912	489	489	489	Gauteng	Tshwane MM	40.0	2023-10-03	COV-23-0912	Laudium	XBB.X XBB.1.16.X BA.2.86.X XBB.1.5.X BA.2.X XBB.1.9.X EG.5.X Recombinants	[0.25197392, 0.19432791, 0.36823520000000004, 0.10634022000000001, 0.023362229999999998, 0.02280799, 0.0071341700000000004, 0.01218367]
COV-23-0913	490	490	490	Gauteng	Tshwane MM	40.0	2023-10-03	COV-23-0913	Groenkloof	BA.2.86.X XBB.X BA.2.87.1.X	[0.96014268, 0.0360704, 0.00169205]
COV-23-0914	491	491	491	Gauteng	Johannesburg MM	40.0	2023-10-04	COV-23-0914	Chris Hani Baragwanath Hospital	XBB.1.9.X XBB.X	[0.98987043, 0.00868021]
COV-23-0918	492	492	492	Gauteng	Johannesburg MM	40.0	2023-10-04	COV-23-0918	Bushkoppies Inlet	BA.2.86.X BA.2.X XBB.1.5.X XBB.1.9.X EG.5.X XBB.X	[0.62107302, 0.11533758000000001, 0.09213640000000001, 0.07614548, 0.07719311000000001, 0.01145019]
COV-23-0919	493	493	493	Gauteng	Johannesburg MM	40.0	2023-10-04	COV-23-0919	Bushkoppies Final	XBB.X XBB.1.9.X	[0.92465751, 0.07534251]
COV-23-0926	494	494	494	Gauteng	Ekurhuleni MM	40.0	2023-10-05	COV-23-0926	Midstream	XBB.1.5.X	[0.994395]
COV-23-0928	495	495	495	Eastern Cape	Buffalo City MM	39.0	2023-09-28	COV-23-0928	Mdantsane Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X BA.2.X	[0.5758099999999999, 0.37544408, 0.03097822, 0.013642]
COV-23-0929	496	496	496	Gauteng	Ekurhuleni MM	40.0	2023-10-03	COV-23-0929	Hartebeesfontein Waterworks	XBB.1.5.X XBB.X	[0.3191001, 0.6787024999999999]
COV-23-0930	497	497	497	Gauteng	Ekurhuleni MM	40.0	2023-10-03	COV-23-0930	ERWAT Vlakplaat Wastewater Treatment Works	XBB.X BA.2.86.X XBB.1.5.X	[0.566667, 0.328967, 0.1024018]
COV-23-0931	498	498	498	Eastern Cape	Buffalo City MM	40.0	2023-10-03	COV-23-0931	Mdantsane Wastewater Treatment Works	XBB.X BA.2.86.X XBB.2.3.X XBB.1.5.X	[0.42545586, 0.14528208, 0.24288236000000002, 0.18484029]
COV-23-0932	499	499	499	Eastern Cape	Buffalo City MM	40.0	2023-10-03	COV-23-0932	East Bank Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X	[0.52517451, 0.270667, 0.20081694]
COV-23-0933	500	500	500	Free State	Mangaung MM	40.0	2023-10-03	COV-23-0933	Bloemspruit Wastewater Treatment Works	BA.2.86.X XBB.1.5.X XBB.X XBB.1.16.X XBB.2.3.X BA.2.X	[0.4016189, 0.294125, 0.25902533, 0.01766755, 0.01330264, 0.007032190000000001]
COV-23-0934	501	501	501	Free State	Mangaung MM	40.0	2023-10-03	COV-23-0934	Sterkwater Wastewater Treatment Works	XBB.1.5.X XBB.X BA.2.86.X XBB.1.16.X XBB.1.9.X BA.2.X	[0.83093858, 0.09026368, 0.06991607, 0.00323894, 0.00161551, 0.00108991]
COV-23-0935	502	502	502	KwaZulu-Natal	Ethekwini MM	40.0	2023-10-02	COV-23-0935	Central Wastewater Treatment Works (KZN)	XBB.1.5.X BA.2.86.X BA.2.X XBB.X XBB.1.16.X Recombinants	[0.71752867, 0.20317757, 0.023514300000000002, 0.0106777, 0.00886091, 0.02891594]
COV-23-0937	504	504	504	Gauteng	Tshwane MM	40.0	2023-10-06	COV-23-0937	Daspoort Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X BA.2.X	[0.38273755000000004, 0.41009926999999996, 0.18344787, 0.02062369]
COV-23-0939	506	506	506	Gauteng	Tshwane MM	40.0	2023-10-06	COV-23-0939	Kalafong Hospital	BA.2.87.1.X	[0.999851]
COV-23-0940	507	507	507	Gauteng	Tshwane MM	40.0	2023-10-06	COV-23-0940	Atteridgeville Train Station	BA.2.86.X BA.2.X	[0.988626, 0.00996708]
COV-23-0942	509	509	509	Gauteng	Tshwane MM	40.0	2023-10-06	COV-23-0942	Laudium	BA.2.86.X BA.2.X XBB.X XBB.1.5.X	[0.7420019999999999, 0.1965856, 0.04476842, 0.01065819]
COV-23-0943	510	510	510	Gauteng	Tshwane MM	40.0	2023-10-03	COV-23-0943	Groenkloof	XBB.X BA.2.86.X	[0.54077721, 0.45414869]
COV-23-0944	511	511	511	Gauteng	Ekurhuleni MM	41.0	2023-10-09	COV-23-0944	Midstream	BA.2.86.X XBB.X XBB.1.16.X XBB.1.5.X EG.5.X HV.1.X XBB.1.9.X BA.2.X XBB.2.3.X Recombinants	[0.30936097999999995, 0.26303276999999997, 0.24068338, 0.0733106, 0.02683321, 0.0256368, 0.01264428, 0.01362197, 0.01100583, 0.01619252]
COV-23-0946	512	512	512	Gauteng	Ekurhuleni MM	41.0	2023-10-09	COV-23-0946	Moloreng	BA.2.86.X	[0.99901668]
COV-23-0947	513	513	513	Gauteng	Ekurhuleni MM	41.0	2023-10-09	COV-23-0947	Namane Drive	BA.2.X	[0.999127]
COV-23-0949	514	514	514	Eastern Cape	Buffalo City MM	40.0	2023-10-05	COV-23-0949	Mdantsane Wastewater Treatment Works	BA.2.86.X XBB.1.5.X XBB.X BA.2.X	[0.28127906, 0.30456175, 0.31719335, 0.09193116]
COV-23-0950	515	515	515	Gauteng	Johannesburg MM	40.0	2023-10-04	COV-23-0950	Goudkoppies Wastewater Treatment Works	BA.2.86.X XBB.1.5.X XBB.X XBB.1.16.X BA.2.X Recombinants	[0.37143335, 0.25608405, 0.12461483, 0.09625158, 0.1265301, 0.02330299]
COV-23-0951	516	516	516	Gauteng	Tshwane MM	41.0	2023-10-10	COV-23-0951	Daspoort Wastewater Treatment Works	BA.2.86.X XBB.1.5.X XBB.2.3.X XBB.X BA.2.87.1.X	[0.53322928, 0.16566197, 0.08652384, 0.13168881999999998, 0.0789993]
COV-23-0953	518	518	518	Gauteng	Tshwane MM	41.0	2023-10-10	COV-23-0953	Kalafong Hospital	XBB.1.5.X BA.2.86.X BA.2.12.X XBB.X BA.2.87.1.X BA.2.X	[0.33601071, 0.17115, 0.16936515, 0.15600608000000002, 0.09970399, 0.060260299999999996]
COV-23-0954	519	519	519	Gauteng	Tshwane MM	41.0	2023-10-10	COV-23-0954	Atteridgeville Train Station	XBB.1.5.X BA.2.87.1.X BA.2.86.X BA.2.X XBB.X	[0.55268741, 0.217822, 0.1511333, 0.04098451, 0.03209045]
COV-23-0955	520	520	520	Gauteng	Tshwane MM	41.0	2023-10-10	COV-23-0955	Vergenoeg	BA.2.86.X	[0.9988510399999999]
COV-23-0957	521	521	521	Gauteng	Tshwane MM	41.0	2023-10-10	COV-23-0957	Groenkloof	BA.2.86.X	[0.99946946]
COV-23-0958	522	522	522	KwaZulu-Natal	Ethekwini MM	37.0	2023-09-10	COV-23-0958	Central Wastewater Treatment Works (KZN)	BA.2.86.X XBB.1.16.X XBB.X XBB.1.5.X BA.2.X Recombinants	[0.5, 0.15164014, 0.1144, 0.07269816, 0.05686179, 0.10207785]
COV-23-0959	523	523	523	KwaZulu-Natal	Ethekwini MM	37.0	2023-09-10	COV-23-0959	Central Wastewater Treatment Works (KZN)	BA.2.86.X XBB.X BA.2.X XBB.1.5.X XBB.1.16.X BA.2.12.X XBB.1.9.X Recombinants	[0.43758952, 0.19247807, 0.1488951, 0.08681177, 0.07240084, 0.02702159, 0.00305096, 0.022886120000000003]
COV-23-0960	524	524	524	Western Cape	Cape Town MM	37.0	2023-09-10	COV-23-0960	Zandvleit Wastewater Treatment Works	BA.2.86.X XBB.1.5.X BA.2.87.1.X XBB.X BA.2.X	[0.64448803, 0.24132158999999997, 0.0423077, 0.05196245, 0.01388279]
COV-23-0961	525	525	525	Western Cape	Cape Town MM	37.0	2023-09-10	COV-23-0961	Borcheds Quarry Wastewater Treatment Works	BA.2.86.X XBB.1.16.X BA.2.X XBB.X XBB.1.5.X Recombinants	[0.3675952700000001, 0.17490998, 0.21992940999999996, 0.11587834000000001, 0.10900099999999999, 0.00316456]
COV-23-0962	526	526	526	Gauteng	Ekurhuleni MM	41.0	2023-10-10	COV-23-0962	Hartebeesfontein Waterworks	BA.2.86.X XBB.X XBB.1.5.X BA.2.X	[0.47965145, 0.44688932000000003, 0.05659576, 0.01248559]
COV-23-0968	528	528	528	Gauteng	Johannesburg MM	41.0	2023-10-11	COV-23-0968	Klipsruit Yard (Before tunnel)	XBB.X BA.2.86.X XBB.1.5.X Recombinants	[0.32339438, 0.49468092, 0.17928604999999997, 0.00120699]
COV-23-0969	529	529	529	Gauteng	Johannesburg MM	41.0	2023-10-11	COV-23-0969	Klipspruit Veggies (After tunnel)	BA.2.86.X XBB.X XBB.1.5.X	[0.8855344799999999, 0.09633596999999999, 0.0154009]
COV-23-0970	530	530	530	Gauteng	Johannesburg MM	41.0	2023-10-11	COV-23-0970	Bushkoppies Inlet	BA.2.86.X XBB.X XBB.1.5.X	[0.43889167, 0.39894382, 0.15865731]
COV-23-0971	531	531	531	Gauteng	Johannesburg MM	41.0	2023-10-11	COV-23-0971	Bushkoppies Final	BA.2.86.X XBB.1.5.X XBB.X BA.2.X	[0.52241799, 0.15559505, 0.27168014, 0.04711299]
COV-23-0972	532	532	532	Gauteng	Johannesburg MM	45.0	2023-11-11	COV-23-0972	Northern Wastewater Treatment Works (GP)	BA.2.86.X XBB.X XBB.1.5.X BA.2.X XBB.1.16.X EG.5.X Recombinants	[0.53750855, 0.24743984, 0.15014785, 0.020085759999999998, 0.00674872, 0.00491718, 0.02068258]
COV-23-0974	533	533	533	Eastern Cape	Buffalo City MM	41.0	2023-10-10	COV-23-0974	Mdantsane Wastewater Treatment Works	EG.5.X XBB.1.9.X	[0.86765264, 0.12963174]
COV-23-0975	534	534	534	Free State	Mangaung MM	41.0	2023-10-10	COV-23-0975	Bloemspruit Wastewater Treatment Works	XBB.X BA.2.86.X XBB.1.5.X HV.1.X XBB.1.9.X EG.5.X	[0.657338, 0.16317500000000001, 0.07422219, 0.06290905, 0.01872105, 0.02220906]
COV-23-0976	535	535	535	Free State	Mangaung MM	41.0	2023-10-10	COV-23-0976	Sterkwater Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X	[0.61579977, 0.38075421000000004, 0.00120942]
COV-23-0992	536	536	536	Gauteng	Tshwane MM	41.0	2023-10-13	COV-23-0992	Vergenoeg	BA.2.86.X	[1.0]
COV-23-0993	537	537	537	Gauteng	Tshwane MM	41.0	2023-10-13	COV-23-0993	Laudium	BA.2.86.X XBB.1.5.X XBB.X BA.2.12.X	[0.58238576, 0.266372, 0.14736961, 0.00113287]
COV-23-0994	538	538	538	Gauteng	Tshwane MM	41.0	2023-10-13	COV-23-0994	Groenkloof	XBB.1.16.X BA.2.86.X BA.2.X XBB.X XBB.1.5.X	[0.29067161, 0.21622152, 0.24508429, 0.13999999999999999, 0.10509357]
COV-23-0996	540	540	540	Gauteng	Ekurhuleni MM	42.0	2023-10-16	COV-23-0996	Midstream	XBB.X XBB.1.5.X	[0.99486261, 0.00106553]
COV-23-0997	541	541	541	Gauteng	Ekurhuleni MM	42.0	2023-10-16	COV-23-0997	Tembisa Mall	BA.2.86.X	[1.0]
COV-23-10	544	544	544	Gauteng	Ekurhuleni MM	3.0	2023-01-17	COV-23-10	Hartebeesfontein Waterworks	BQ.1.1.X BA.5.X BA.4.X BA.2.X	[0.37077529, 0.390292, 0.13115099, 0.10747697]
COV-23-100	545	545	545	Gauteng	Tshwane MM	15.0	2023-04-12	COV-23-100	Rooiwal Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.92781019, 0.06459855]
COV-23-1000	546	546	546	Gauteng	Ekurhuleni MM	42.0	2023-10-16	COV-23-1000	Sasol Garage	BA.2.86.X XBB.1.5.X	[0.894904, 0.105096]
COV-23-1002	548	548	548	Gauteng	Tshwane MM	42.0	2023-10-17	COV-23-1002	Daspoort Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X XBB.1.9.X BA.2.X XBB.2.3.X	[0.50069469, 0.20736165999999998, 0.089615, 0.08119130000000001, 0.06246484, 0.05311272]
COV-23-1005	550	550	550	Gauteng	Tshwane MM	42.0	2023-10-17	COV-23-1005	Atteridgeville Train Station	BA.2.86.X	[1.0]
COV-23-1008	552	552	552	Gauteng	Tshwane MM	42.0	2023-10-17	COV-23-1008	Groenkloof	BA.2.86.X	[1.0]
COV-23-1009	553	553	553	Gauteng	Johannesburg MM	42.0	2023-10-17	COV-23-1009	Northern Wastewater Treatment Works (GP)	BA.2.86.X XBB.1.5.X BA.2.X	[0.9766792000000002, 0.01774797, 0.00331675]
COV-23-101	554	554	554	Gauteng	Ekurhuleni MM	15.0	2023-04-11	COV-23-101	Hartebeesfontein Waterworks	XBB.X XBB.1.5.X	[0.14679607, 0.8494642099999999]
COV-23-1010	555	555	555	Gauteng	Johannesburg MM	42.0	2023-10-18	COV-23-1010	Chris Hani Baragwanath Hospital	BA.2.86.X XBB.1.5.X XBB.X BA.2.X	[0.92019998, 0.04104481, 0.03125119, 0.00639451]
COV-23-1012	557	557	557	Gauteng	Johannesburg MM	42.0	2023-10-18	COV-23-1012	Klipsruit Yard (Before tunnel)	XBB.1.5.X BA.2.86.X XBB.X	[0.36125600999999996, 0.529691, 0.10905300000000001]
COV-23-1013	558	558	558	Gauteng	Johannesburg MM	42.0	2023-10-18	COV-23-1013	Klipspruit Veggies (After tunnel)	BA.2.86.X	[0.9982752]
COV-23-1014	559	559	559	Gauteng	Johannesburg MM	42.0	2023-10-18	COV-23-1014	Bushkoppies Inlet	BA.2.86.X BA.2.X XBB.X	[0.88426932, 0.05851095, 0.051441]
COV-23-1016	561	561	561	Gauteng	Johannesburg MM	42.0	2023-10-18	COV-23-1016	Goudkoppies Wastewater Treatment Works	BA.2.86.X XBB.1.5.X BA.2.X	[0.71067492, 0.28752052, 0.00110821]
COV-23-1017	562	562	562	Gauteng	Ekurhuleni MM	42.0	2023-10-17	COV-23-1017	Hartebeesfontein Waterworks	BA.2.86.X XBB.X XBB.1.5.X BA.2.X	[0.637536, 0.23364816, 0.0688762, 0.05677669]
COV-23-1018	563	563	563	Western Cape	Cape Town MM	42.0	2023-10-16	COV-23-1018	Zandvleit Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X XBB.2.3.X XBB.1.9.X EG.5.X XBB.1.16.X BA.2.X	[0.73083434, 0.10219725000000002, 0.0801228, 0.047164099999999994, 0.019318540000000002, 0.00740996, 0.00432681, 0.00149244]
COV-23-1020	565	565	565	Eastern Cape	Buffalo City MM	42.0	2023-10-17	COV-23-1020	Mdantsane Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.9.X XBB.1.5.X	[0.800573, 0.096432, 0.06761899, 0.03537601]
COV-23-1021	566	566	566	Eastern Cape	Buffalo City MM	42.0	2023-10-17	COV-23-1021	East Bank Wastewater Treatment Works	BA.2.86.X XBB.1.5.X XBB.X BA.2.X Recombinants	[0.61007887, 0.28542500000000004, 0.07043989, 0.031195, 0.00106648]
COV-23-1022	567	567	567	Gauteng	Ekurhuleni MM	42.0	2023-10-19	COV-23-1022	Midstream	BA.2.86.X XBB.1.5.X XBB.X XBB.1.16.X	[0.5982970000000001, 0.164071, 0.2150891, 0.0206349]
COV-23-1025	569	569	569	Gauteng	Ekurhuleni MM	42.0	2023-10-19	COV-23-1025	Moloreng	BA.2.86.X XBB.X XBB.1.5.X BA.2.X EG.5.X BA.2.12.X Recombinants	[0.65920799, 0.12768290999999998, 0.06441129, 0.06464501, 0.03230183, 0.0143737, 0.0318021]
COV-23-1026	570	570	570	Gauteng	Ekurhuleni MM	42.0	2023-10-19	COV-23-1026	Namane Drive	BA.2.X XBB.X BA.2.86.X XBB.1.16.X XBB.1.5.X Recombinants	[0.41016013, 0.20170647, 0.22965256, 0.1106082, 0.0156863, 0.027184180000000002]
