	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	SiteProvince	DistrictName	EpiWeek	SampleCollectionDate	Sequence_ID	SiteName	Lineages	Abundances
COV-23-693	1041	1041	1041	Gauteng	Tshwane MM	33.0	2023-08-18	COV-23-693	Groenkloof	XBB.1.16.X XBB.1.5.X XBB.X Recombinants	[0.6394916900000001, 0.21799245, 0.08980743, 0.04938395]
COV-23-694	1042	1042	1042	Western Cape	Cape Town MM	33.0	2023-08-18	COV-23-694	Borcheds Quarry Wastewater Treatment Works	XBB.1.5.X XBB.1.16.X XBB.1.9.X XBB.X	[0.68040011, 0.13246861, 0.12957167, 0.05319451]
COV-23-695	1043	1043	1043	Western Cape	Cape Town MM	33.0	2023-08-14	COV-23-695	Zandvleit Wastewater Treatment Works	XBB.1.5.X XBB.X XBB.1.16.X	[0.5057621999999999, 0.20677998, 0.28571400999999996]
COV-23-72	1046	1046	1046	Gauteng	Tshwane MM	12.0	2023-03-22	COV-23-72	Daspoort Wastewater Treatment Works	XBB.1.9.X XBB.1.5.X Recombinants	[0.33339364, 0.6096836, 0.05282312]
COV-23-73	1047	1047	1047	Free State	Mangaung MM	12.0	2023-03-21	COV-23-73	Sterkwater Wastewater Treatment Works	XBB.1.5.X	[0.99919447]
COV-23-75	1049	1049	1049	Gauteng	Tshwane MM	13.0	2023-03-29	COV-23-75	Daspoort Wastewater Treatment Works	XBB.1.9.X XBB.1.5.X XBB.X	[0.55669392, 0.34037224000000005, 0.09283322999999999]
COV-23-76	1050	1050	1050	KwaZulu-Natal	Ethekwini MM	13.0	2023-03-27	COV-23-76	Northern Wastewater Treatment Works (KZN)	XBB.1.5.X XBB.1.9.X XBB.X	[0.66587963, 0.28576335, 0.04055675]
COV-23-77	1051	1051	1051	KwaZulu-Natal	Ethekwini MM	13.0	2023-03-27	COV-23-77	Central Wastewater Treatment Works (KZN)	XBB.1.5.X XBB.X XBB.1.9.X	[0.8753239500000001, 0.05970951, 0.05735158]
COV-23-78	1052	1052	1052	Gauteng	Ekurhuleni MM	13.0	2023-03-28	COV-23-78	Hartebeesfontein Waterworks	XBB.1.5.X XBB.1.9.X	[0.71748435, 0.27644736000000003]
COV-23-79	1053	1053	1053	Gauteng	Ekurhuleni MM	13.0	2023-03-28	COV-23-79	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X	[0.99341001]
COV-23-8	1054	1054	1054	Gauteng	Tshwane MM	2.0	2023-01-11	COV-23-8	Daspoort Wastewater Treatment Works	BQ.1.1.X BQ.1.X BA.5.X	[0.40833092, 0.41732270000000005, 0.16692908]
COV-23-80	1055	1055	1055	Gauteng	Tshwane MM	13.0	2023-03-29	COV-23-80	Rooiwal Wastewater Treatment Works	XBB.1.9.X XBB.1.5.X BA.2.X Recombinants	[0.44536269, 0.45699071999999996, 0.04795098, 0.04279234]
COV-23-81	1056	1056	1056	Free State	Mangaung MM	13.0	2023-03-28	COV-23-81	Bloemspruit Wastewater Treatment Works	XBB.1.5.X	[0.99811182]
COV-23-83	1058	1058	1058	Gauteng	Ekurhuleni MM	14.0	2023-04-04	COV-23-83	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X	[0.99330712]
COV-23-85	1060	1060	1060	KwaZulu-Natal	Ethekwini MM	14.0	2023-04-03	COV-23-85	Northern Wastewater Treatment Works (KZN)	XBB.1.5.X	[0.99581308]
COV-23-88	1063	1063	1063	Gauteng	Tshwane MM	14.0	2023-04-04	COV-23-88	Atteridgeville Train Station	XBB.1.5.X	[0.99880492]
COV-23-90	1064	1064	1064	Gauteng	Tshwane MM	14.0	2023-04-04	COV-23-90	SAPS Training College	XBB.X XBB.1.5.X	[0.1148838, 0.8782462999999999]
COV-23-92	1066	1066	1066	Free State	Mangaung MM	14.0	2023-04-04	COV-23-92	Bloemspruit Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.77046277, 0.22287295]
COV-23-93	1067	1067	1067	Free State	Mangaung MM	14.0	2023-04-04	COV-23-93	Sterkwater Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.8645014999999999, 0.12888364]
COV-23-94	1068	1068	1068	Gauteng	Tshwane MM	14.0	2023-04-05	COV-23-94	Rooiwal Wastewater Treatment Works	XBB.1.5.X	[0.9935156700000001]
COV-23-96	1069	1069	1069	KwaZulu-Natal	Ethekwini MM	15.0	2023-04-11	COV-23-96	Central Wastewater Treatment Works (KZN)	XBB.1.5.X XBB.1.9.X	[0.78373121, 0.20609665]
COV-23-97	1070	1070	1070	KwaZulu-Natal	Ethekwini MM	15.0	2023-04-12	COV-23-97	Northern Wastewater Treatment Works (KZN)	XBB.1.5.X XBB.1.9.X	[0.7792157, 0.21439081]
COV-23-98	1071	1071	1071	Free State	Mangaung MM	15.0	2023-04-11	COV-23-98	Bloemspruit Wastewater Treatment Works	XBB.1.9.X XBB.1.5.X BA.2.X XBB.X	[0.49695606000000003, 0.39804254, 0.05439805, 0.04134844]
COV-23-99	1072	1072	1072	Gauteng	Tshwane MM	15.0	2023-04-12	COV-23-99	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X	[0.8924212699999999, 0.09699897]
COV-24-0002	1073	1073	1073	Free State	Mangaung MM	1.0	2024-01-02	COV-24-0002	Sterkwater Wastewater Treatment Works	BA.2.86.X Other	[0.115385, 0.8846149999999999]
COV-24-0003	1074	1074	1074	Gauteng	Ekurhuleni MM	2.0	2024-01-08	COV-24-0003	Midstream	BA.2.86.X JN.1.X	[0.563487, 0.436513]
COV-24-0004	1075	1075	1075	Gauteng	Ekurhuleni MM	2.0	2024-01-08	COV-24-0004	Olifantsfontein	BA.2.86.X	[1.0]
COV-24-0031	1078	1078	1078	Gauteng	Ekurhuleni MM	2.0	2024-01-11	COV-24-0031	Olifantsfontein	JN.1.X BA.2.86.X Recombinants	[0.69440328, 0.278831, 0.025997]
COV-24-0038	1079	1079	1079	North West	Rustenburg Local Municipality	2.0	2024-01-10	COV-24-0038	Rustenburg Wastewater Treatment Works	BA.2.86.X	[0.99999998]
COV-24-0046	1080	1080	1080	Gauteng	Johannesburg MM	2.0	2024-01-12	COV-24-0046	Northern Wastewater Treatment Works (GP)	JN.1.X BA.2.86.X	[0.6992002, 0.29955656]
COV-24-0062	1082	1082	1082	KwaZulu-Natal	Ethekwini MM	3.0	2024-01-15	COV-24-0062	Central Wastewater Treatment Works (KZN)	BA.2.86.X	[1.0]
COV-24-0063	1083	1083	1083	KwaZulu-Natal	Ethekwini MM	3.0	2024-01-15	COV-24-0063	Northern Wastewater Treatment Works (KZN)	BA.2.86.X JN.1.X Recombinants	[0.7064429099999999, 0.22429860000000001, 0.0686741]
COV-24-0069	1084	1084	1084	Limpopo	Vhembe DM	3.0	2024-01-15	COV-24-0069	Musina WWTW (in town)	BA.2.86.X	[1.0]
COV-24-0071	1085	1085	1085	Free State	Mangaung MM	3.0	2024-01-16	COV-24-0071	Bloemspruit Wastewater Treatment Works	JN.1.X	[0.99999999]
COV-24-0072	1086	1086	1086	Gauteng	Johannesburg MM	3.0	2024-01-17	COV-24-0072	Goudkoppies Wastewater Treatment Works	JN.1.X	[0.9993390600000001]
COV-24-0080	1087	1087	1087	Gauteng	Ekurhuleni MM	3.0	2024-01-18	COV-24-0080	Midstream	JN.1.X BA.2.86.X	[0.79617728, 0.20171118]
COV-24-0099	1090	1090	1090	Gauteng	Ekurhuleni MM	4.0	2024-01-22	COV-24-0099	Olifantsfontein	BA.2.86.X JN.1.X	[0.8029694700000001, 0.19500854]
COV-24-0107	1092	1092	1092	Gauteng	Ekurhuleni MM	4.0	2024-01-23	COV-24-0107	Hartebeesfontein Waterworks	BA.2.86.X JN.1.X	[0.493333, 0.506667]
COV-24-0119	1093	1093	1093	Gauteng	Johannesburg MM	4.0	2024-01-24	COV-24-0119	Bushkoppies Inlet	BA.2.86.X	[1.0]
COV-24-0121	1095	1095	1095	Gauteng	Johannesburg MM	4.0	2024-01-24	COV-24-0121	Goudkoppies Wastewater Treatment Works	BA.2.86.X JN.1.X	[0.68, 0.32]
COV-24-0122	1096	1096	1096	Western Cape	Cape Town MM	4.0	2024-01-23	COV-24-0122	Zandvleit Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.81197587, 0.18764371000000002]
COV-24-0157	1102	1102	1102	KwaZulu-Natal	Ethekwini MM	5.0	2024-01-29	COV-24-0157	Central Wastewater Treatment Works (KZN)	BA.2.86.X JN.1.X	[0.78824958, 0.21127675]
COV-24-0158	1103	1103	1103	KwaZulu-Natal	Ethekwini MM	5.0	2024-01-29	COV-24-0158	Northern Wastewater Treatment Works (KZN)	BA.2.86.X JN.1.X	[0.95807429, 0.0410145]
COV-24-0167	1104	1104	1104	Gauteng	Tshwane MM	5.0	2024-01-30	COV-24-0167	Groenkloof	JN.1.X BA.2.86.X	[0.84634617, 0.15339]
COV-24-0173	1105	1105	1105	Gauteng	Johannesburg MM	5.0	2024-01-31	COV-24-0173	Goudkoppies Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.69636959, 0.30186486999999995]
COV-24-0179	1107	1107	1107	Eastern Cape	Buffalo City MM	5.0	2024-01-31	COV-24-0179	Mdantsane Wastewater Treatment Works	BA.2.86.X	[0.99924504]
COV-24-0181	1108	1108	1108	Free State	Mangaung MM	5.0	2024-01-30	COV-24-0181	Bloemspruit Wastewater Treatment Works	BA.2.86.X JN.1.X	[0.766968, 0.23204678]
COV-24-0192	1110	1110	1110	North West	Rustenburg Local Municipality	5.0	2024-01-31	COV-24-0192	Rustenburg Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.66923458, 0.330289]
COV-24-0194	1111	1111	1111	North West	Mahikeng  Local Municipality	5.0	2024-01-30	COV-24-0194	Mahikeng Water Treatment Works	BA.2.86.X JN.1.X	[0.755236, 0.24450250000000004]
COV-24-0195	1112	1112	1112	Gauteng	Ekurhuleni MM	5.0	2024-01-30	COV-24-0195	Hartebeesfontein Waterworks	BA.2.86.X JN.1.X	[0.38407813, 0.6134463800000001]
COV-24-0201	1113	1113	1113	Gauteng	Tshwane MM	5.0	2024-02-02	COV-24-0201	Groenkloof	BA.2.86.X JN.1.X	[0.736434, 0.26279082]
COV-24-0202	1114	1114	1114	Gauteng	Johannesburg MM	5.0	2024-02-02	COV-24-0202	Northern Wastewater Treatment Works (GP)	BA.2.86.X JN.1.X	[0.69022167, 0.309107]
COV-24-0205	1115	1115	1115	Gauteng	Ekurhuleni MM	6.0	2024-02-05	COV-24-0205	Midstream	BA.2.86.X JN.1.X	[0.7867826400000001, 0.21246623999999997]
COV-24-0206	1116	1116	1116	Gauteng	Ekurhuleni MM	6.0	2024-02-05	COV-24-0206	Tembisa Mall	JN.1.X	[0.9993450500000001]
COV-24-0211	1118	1118	1118	Gauteng	Tshwane MM	6.0	2024-02-06	COV-24-0211	Daspoort Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.837739, 0.16199073]
COV-24-0218	1119	1119	1119	KwaZulu-Natal	Ethekwini MM	6.0	2024-02-05	COV-24-0218	Central Wastewater Treatment Works (KZN)	JN.1.X Recombinants	[0.46917996000000006, 0.52913559]
COV-24-0220	1120	1120	1120	Gauteng	Ekurhuleni MM	6.0	2024-02-06	COV-24-0220	ERWAT Vlakplaat Wastewater Treatment Works	BA.2.86.X JN.1.X	[0.57176829, 0.4271461]
COV-24-0221	1121	1121	1121	Gauteng	Ekurhuleni MM	6.0	2024-02-06	COV-24-0221	Hartebeesfontein Waterworks	BA.2.86.X JN.1.X	[0.5, 0.49999992]
COV-24-0228	1123	1123	1123	Gauteng	Johannesburg MM	6.0	2024-02-07	COV-24-0228	Motsoaledi	JN.1.X	[0.9990849999999998]
COV-24-0238	1124	1124	1124	Gauteng	Ekurhuleni MM	6.0	2024-02-08	COV-24-0238	Olifantsfontein	BA.2.86.X JN.1.X Recombinants	[0.82735802, 0.15749491, 0.01244054]
COV-24-0244	1126	1126	1126	Gauteng	Tshwane MM	6.0	2024-02-09	COV-24-0244-S1	Daspoort Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.9498789999999999, 0.050121]
COV-24-0251	1128	1128	1128	Gauteng	Johannesburg MM	6.0	2024-02-09	COV-24-0251-S1	Northern Wastewater Treatment Works (GP)	JN.1.X BA.2.86.X Recombinants	[0.6267579000000001, 0.32339433, 0.0485973]
COV-24-0254	1129	1129	1129	Gauteng	Ekurhuleni MM	7.0	2024-02-12	COV-24-0254-S2	Midstream	JN.1.X	[0.9975359]
COV-24-0261	1130	1130	1130	Gauteng	Johannesburg MM	7.0	2024-02-12	COV-24-0261-S3	Goudkoppies Wastewater Treatment Works	BA.2.86.X JN.1.X	[0.71402287, 0.28488909]
COV-24-0262	1131	1131	1131	KwaZulu-Natal	Ethekwini MM	7.0	2024-02-12	COV-24-0262-S3	Northern Wastewater Treatment Works (KZN)	BA.2.86.X	[0.99949197]
COV-24-0266	1132	1132	1132	Gauteng	Tshwane MM	7.0	2024-02-13	COV-24-0266-S4	Daspoort Wastewater Treatment Works	JN.1.X	[0.99945382]
COV-24-0267	1133	1133	1133	Gauteng	Tshwane MM	7.0	2024-02-13	COV-24-0267-S5	SAPS Training College	BA.2.86.X	[0.99950679]
COV-24-0275	1135	1135	1135	Mpumalanga	Ehlanzeni DM	7.0	2024-02-12	COV-24-0275-S7	Kingstonvale	BA.2.86.X	[0.99974612]
COV-24-0278	1136	1136	1136	North West	Mahikeng  Local Municipality	6.0	2024-02-06	COV-24-0278-S8	Mahikeng Water Treatment Works	BA.2.86.X	[0.99939035]
COV-24-0285	1138	1138	1138	Gauteng	Johannesburg MM	7.0	2024-02-14	COV-24-0285-S11	Klipsruit Yard (Before tunnel)	JN.1.X	[0.99973731]
COV-24-0286	1139	1139	1139	Gauteng	Johannesburg MM	7.0	2024-02-14	COV-24-0286-S4	Klipspruit Veggies (After tunnel)	JN.1.X BA.2.86.X	[0.6057509400000001, 0.39301418]
COV-24-0287	1140	1140	1140	Gauteng	Johannesburg MM	7.0	2024-02-14	COV-24-0287-S12	Bushkoppies Inlet	BA.2.86.X JN.1.X	[0.77876539, 0.220653]
COV-24-0288	1141	1141	1141	Gauteng	Johannesburg MM	7.0	2024-02-14	COV-24-0288-S5	Bushkoppies Final	JN.1.X BA.2.86.X	[0.54729778, 0.45224323]
COV-24-0289	1142	1142	1142	Western Cape	Cape Town MM	7.0	2024-02-13	COV-24-0289-S6	Borcheds Quarry Wastewater Treatment Works	JN.1.X BA.2.86.X Recombinants	[0.7643682199999999, 0.1649013, 0.0699774]
COV-24-0290	1143	1143	1143	Western Cape	Cape Town MM	7.0	2024-02-13	COV-24-0290-S13	Zandvleit Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.93072838, 0.06827509]
COV-24-0294	1145	1145	1145	Gauteng	Ekurhuleni MM	7.0	2024-02-15	COV-24-0294-S15	Midstream	BA.2.86.X JN.1.X	[0.487047, 0.51238796]
COV-24-0296	1146	1146	1146	Gauteng	Ekurhuleni MM	7.0	2024-02-15	COV-24-0296-S16	Tembisa Mall	BA.2.86.X	[0.99980707]
COV-24-0300	1147	1147	1147	Gauteng	Ekurhuleni MM	7.0	2024-02-15	COV-24-0300-S17	Sasol Garage	JN.1.X	[0.99906736]
COV-24-0301	1148	1148	1148	North West	Rustenburg Local Municipality	7.0	2024-02-14	COV-24-0301-S7	Rustenburg Wastewater Treatment Works	XBB.X BA.2.86.X XBB.1.5.X Recombinants	[0.9346412399999999, 0.03152672, 0.02473498, 0.00588384]
COV-24-0304	1150	1150	1150	Gauteng	Tshwane MM	7.0	2024-02-16	COV-24-0304-S9	Daspoort Wastewater Treatment Works	JN.1.X	[0.99792784]
COV-24-0320	1151	1151	1151	KwaZulu-Natal	Ethekwini MM	8.0	2024-02-19	COV-24-0320-S18	Central Wastewater Treatment Works (KZN)	BA.2.86.X	[0.99964783]
COV-24-0327	1152	1152	1152	Gauteng	Tshwane MM	8.0	2024-02-20	COV-24-0327-S19	Groenkloof	BA.2.86.X JN.1.X	[0.38299544, 0.6156302100000002]
COV-24-0328	1153	1153	1153	Gauteng	Johannesburg MM	8.0	2024-02-20	COV-24-0328-S20	Northern Wastewater Treatment Works (GP)	JN.1.X BA.2.86.X	[0.75956091, 0.2388297]
COV-24-0336	1155	1155	1155	Western Cape	Cape Town MM	8.0	2024-02-20	COV-24-0336-S10	Borcheds Quarry Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.83581802, 0.16306024000000002]
COV-24-0342	1156	1156	1156	Gauteng	Johannesburg MM	8.0	2024-02-21	COV-24-0342-S22	Klipspruit Veggies (After tunnel)	JN.1.X	[0.99871386]
COV-24-0346	1157	1157	1157	Gauteng	Ekurhuleni MM	8.0	2024-02-22	COV-24-0346-S23	Midstream	BA.2.86.X JN.1.X	[0.798794, 0.19979885]
COV-24-0359	1158	1158	1158	Gauteng	Tshwane MM	8.0	2024-02-23	COV-24-0359-S11	Daspoort Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.77219858, 0.227541]
COV-24-0364	1159	1159	1159	Gauteng	Tshwane MM	8.0	2024-02-23	COV-24-0364-S12	Laudium	JN.1.X	[1.0]
COV-24-0367	1160	1160	1160	Gauteng	Ekurhuleni MM	9.0	2024-02-26	COV-24-0367-S13	Olifantsfontein	JN.1.X BA.2.86.X	[0.95021748, 0.0487197]
COV-24-0373	1161	1161	1161	Gauteng	Tshwane MM	9.0	2024-02-27	COV-24-0373-S14	SAPS Training College	BA.2.86.X	[1.0]
COV-24-0377	1162	1162	1162	Gauteng	Tshwane MM	9.0	2024-02-27	COV-24-0377-S15	Groenkloof	BA.2.86.X	[1.0]
COV-24-0378	1163	1163	1163	Gauteng	Johannesburg MM	9.0	2024-02-27	COV-24-0378-S48	Northern Wastewater Treatment Works (GP)	JN.1.X BA.2.86.X	[0.555556, 0.44444399999999995]
COV-24-0380	1164	1164	1164	KwaZulu-Natal	Ethekwini MM	9.0	2024-02-26	COV-24-0380-S16	Central Wastewater Treatment Works (KZN)	BA.2.86.X	[1.0]
COV-24-0381	1165	1165	1165	KwaZulu-Natal	Ethekwini MM	9.0	2024-02-26	COV-24-0381-S17	Northern Wastewater Treatment Works (KZN)	BA.2.86.X JN.1.X	[0.6767072799999999, 0.3216366]
COV-24-0384	1167	1167	1167	Gauteng	Johannesburg MM	9.0	2024-02-28	COV-24-0384-S19	Klipsruit Yard (Before tunnel)	JN.1.X BA.2.86.X	[0.66885114, 0.330522]
COV-24-0385	1168	1168	1168	Gauteng	Johannesburg MM	9.0	2024-02-28	COV-24-0385-S20	Klipspruit Veggies (After tunnel)	JN.1.X	[0.99984387]
COV-24-0386	1169	1169	1169	Gauteng	Johannesburg MM	9.0	2024-02-28	COV-24-0386-S21	Bushkoppies Inlet	JN.1.X BA.2.86.X	[0.62876795, 0.37030657]
COV-24-0387	1170	1170	1170	Gauteng	Johannesburg MM	9.0	2024-02-28	COV-24-0387-S22	Bushkoppies Final	JN.1.X BA.2.86.X	[0.83519525, 0.164159]
COV-24-0389	1171	1171	1171	Free State	Mangaung MM	9.0	2024-02-27	COV-24-0389-S23	Bloemspruit Wastewater Treatment Works	BA.2.86.X JN.1.X	[0.81930015, 0.17972105]
COV-24-0395	1172	1172	1172	Western Cape	Cape Town MM	9.0	2024-02-27	COV-24-0395-S24	Zandvleit Wastewater Treatment Works	JN.1.X BA.2.86.X Recombinants	[0.78379128, 0.0858813, 0.12947553]
COV-24-0396	1173	1173	1173	Gauteng	Ekurhuleni MM	9.0	2024-02-29	COV-24-0396-S25	Olifantsfontein	JN.1.X BA.2.86.X	[0.63828272, 0.360838]
COV-24-0397	1174	1174	1174	Gauteng	Ekurhuleni MM	9.0	2024-02-29	COV-24-0397-S26	Olifantsfontein	BA.2.86.X JN.1.X	[0.75468933, 0.24400459]
COV-24-0406	1177	1177	1177	Limpopo	Vhembe DM	9.0	2024-02-26	COV-24-0406-S29	Musina WWTW (in town)	BA.2.86.X	[0.99974874]
COV-24-0410	1178	1178	1178	Gauteng	Tshwane MM	9.0	2024-03-01	COV-24-0410-S30	Daspoort Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.9261513, 0.07271391]
COV-24-0415	1179	1179	1179	Gauteng	Tshwane MM	9.0	2024-03-01	COV-24-0415-S31	Laudium	BA.2.86.X JN.1.X	[0.99819384, 0.00120345]
COV-24-0427	1181	1181	1181	Gauteng	Johannesburg MM	10.0	2024-03-05	COV-24-0427-S33	Klipsruit Yard (Before tunnel)	JN.1.X BA.2.86.X	[0.59878772, 0.400297]
COV-24-0428	1182	1182	1182	Gauteng	Johannesburg MM	10.0	2024-03-05	COV-24-0428-S34	Klipspruit Veggies (After tunnel)	JN.1.X	[0.99936849]
COV-24-0429	1183	1183	1183	Gauteng	Johannesburg MM	10.0	2024-03-05	COV-24-0429-S35	Bushkoppies Inlet	BA.2.86.X JN.1.X	[0.759652, 0.23961222]
COV-24-0431	1184	1184	1184	Gauteng	Johannesburg MM	10.0	2024-03-05	COV-24-0431-S36	Goudkoppies Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.61564428, 0.38313531999999995]
COV-24-0433	1185	1185	1185	KwaZulu-Natal	Ethekwini MM	10.0	2024-03-04	COV-24-0433-S37	Northern Wastewater Treatment Works (KZN)	BA.2.86.X JN.1.X	[0.9195236299999999, 0.07911221]
COV-24-0434	1186	1186	1186	KwaZulu-Natal	Ethekwini MM	10.0	2024-03-04	COV-24-0434-S38	Central Wastewater Treatment Works (KZN)	BA.2.86.X JN.1.X Other	[0.5876405100000001, 0.28607597, 0.125341]
COV-24-0437	1187	1187	1187	Gauteng	Tshwane MM	10.0	2024-03-06	COV-24-0437-S39	Daspoort Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.67839912, 0.32064506000000004]
COV-24-0441	1188	1188	1188	Gauteng	Tshwane MM	10.0	2024-03-06	COV-24-0441-S40	Vergenoeg	JN.1.X	[0.9998116]
COV-24-0450	1190	1190	1190	Western Cape	Cape Town MM	10.0	2024-03-05	COV-24-0450-S42	Zandvleit Wastewater Treatment Works	JN.1.X BA.2.86.X Recombinants	[0.86484594, 0.027253, 0.10675096]
COV-24-0453	1191	1191	1191	Free State	Mangaung MM	10.0	2024-03-05	COV-24-0453-S43	Sterkwater Wastewater Treatment Works	BA.2.86.X JN.1.X Other	[0.01882275, 0.00629479, 0.9484905900000001]
COV-24-0454	1192	1192	1192	Gauteng	Ekurhuleni MM	10.0	2024-03-07	COV-24-0454-S44	Midstream	JN.1.X	[0.9989418400000001]
COV-24-0461	1194	1194	1194	Gauteng	Tshwane MM	10.0	2024-03-06	COV-24-0461-S46	Rooiwal Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.5707476, 0.42841681]
COV-24-0462	1195	1195	1195	North West	Rustenburg Local Municipality	10.0	2024-03-06	COV-24-0462-S47	Boitekong	JN.1.X BA.2.86.X	[0.93747307, 0.06160132]
NIC-21-0168	1197	1197	1197	KwaZulu-Natal	Ethekwini MM	17.0	2021-04-26	NIC-21-0168	Northern Wastewater Treatment Works (KZN)	Other	[0.99515534]
NIC-21-0207	1198	1198	1198	KwaZulu-Natal	Ethekwini MM	21.0	2021-05-24	NIC-21-0207	Central Wastewater Treatment Works (KZN)	Other	[0.9919267100000001]
NIC-21-0208	1199	1199	1199	Free State	Mangaung MM	21.0	2021-05-25	NIC-21-0208	Sterkwater Wastewater Treatment Works	Other	[0.99815105]
NIC-21-0209	1200	1200	1200	Free State	Mangaung MM	21.0	2021-05-25	NIC-21-0209	Bloemspruit Wastewater Treatment Works	Other	[0.99775529]
NIC-21-618	1204	1204	1204	Gauteng	Tshwane MM	49.0	2021-12-07	NIC-21-618	Daspoort Wastewater Treatment Works	BA.1.X	[0.99927363]
NIC-21-661	1208	1208	1208	Free State	Mangaung MM	51.0	2021-12-21	NIC-21-661	Sterkwater Wastewater Treatment Works	BA.1.X	[0.99791199]
NIC-21-663	1210	1210	1210	Eastern Cape	Nelson Mandela Bay MM	50.0	2021-12-14	NIC-21-663	Brickfield Pre-treatment Works	BA.1.X Recombinants	[0.9608499500000001, 0.03641998]
NIC-21-664	1211	1211	1211	Eastern Cape	Nelson Mandela Bay MM	50.0	2021-12-14	NIC-21-664	Kwanobuhle Wastewater Treatment Works	BA.1.X Other	[0.9670387100000001, 0.02382339]
NIC-22-0022	1212	1212	1212	Free State	Mangaung MM	3.0	2022-01-18	NIC-22-0022	Bloemspruit Wastewater Treatment Works	BA.1.X	[0.9992414400000004]
NIC-22-0023	1213	1213	1213	Free State	Mangaung MM	3.0	2022-01-18	NIC-22-0023	Sterkwater Wastewater Treatment Works	BA.1.X	[0.99828364]
NIC-22-0028	1216	1216	1216	KwaZulu-Natal	Ethekwini MM	4.0	2022-01-24	NIC-22-0028	Northern Wastewater Treatment Works (KZN)	BA.2.X Recombinants	[0.98234415, 0.01621625]
NIC-22-0029	1217	1217	1217	KwaZulu-Natal	Ethekwini MM	4.0	2022-01-24	NIC-22-0029	Central Wastewater Treatment Works (KZN)	Other	[0.9922299000000001]
NIC-22-0033	1218	1218	1218	Gauteng	Tshwane MM	4.0	2022-01-25	NIC-22-0033	Rooiwal Wastewater Treatment Works	BA.2.X	[0.9915021200000003]
NIC-22-0043	1219	1219	1219	Gauteng	Ekurhuleni MM	5.0	2022-02-01	NIC-22-0043	Hartebeesfontein Waterworks	BA.2.X Recombinants	[0.0011236, 0.99524964]
NIC-22-006	1226	1226	1226	Gauteng	Ekurhuleni MM	1.0	2022-01-04	NIC-22-006	Hartebeesfontein Waterworks	BA.1.X Other Recombinants	[0.65235906, 0.27868367, 0.06526949]
NIC-22-0067	1227	1227	1227	Free State	Mangaung MM	7.0	2022-02-15	NIC-22-0067	Bloemspruit Wastewater Treatment Works	BA.2.X	[0.9968204999999999]
NIC-22-0068	1228	1228	1228	Free State	Mangaung MM	7.0	2022-02-15	NIC-22-0068	Sterkwater Wastewater Treatment Works	BA.2.X Recombinants	[0.22581925, 0.77311183]
NIC-22-007	1229	1229	1229	Western Cape	Cape Town MM	2.0	2022-01-10	NIC-22-007	Zandvleit Wastewater Treatment Works	BA.1.X	[0.9985410000000002]
NIC-22-0082	1235	1235	1235	Gauteng	Tshwane MM	8.0	2022-02-22	NIC-22-0082	Rooiwal Wastewater Treatment Works	BA.2.X BA.2.12.X Recombinants	[0.9168639000000002, 0.06903906, 0.00277778]
NIC-22-0100	1240	1240	1240	Western Cape	Cape Town MM	10.0	2022-03-07	NIC-22-0100	Zandvleit Wastewater Treatment Works	BA.2.X Other Recombinants	[0.5058183199999999, 0.41497398, 0.07665433]
NIC-22-0104	1242	1242	1242	Eastern Cape	Nelson Mandela Bay MM	10.0	2022-03-08	NIC-22-0104	Brickfield Pre-treatment Works	BA.2.X	[0.99865478]
NIC-22-0127	1245	1245	1245	Free State	Mangaung MM	11.0	2022-03-15	NIC-22-0127	Sterkwater Wastewater Treatment Works	BA.2.X	[0.9999999899999998]
NIC-22-0132	1246	1246	1246	Gauteng	Tshwane MM	12.0	2022-03-22	NIC-22-0132	Rooiwal Wastewater Treatment Works	BA.2.X BA.4.X	[0.61481987, 0.3817553]
NIC-22-0133	1247	1247	1247	Gauteng	Johannesburg MM	12.0	2022-03-22	NIC-22-0133	Goudkoppies Wastewater Treatment Works	BA.2.X Recombinants	[0.8481915099999999, 0.150323]
NIC-22-0190	1252	1252	1252	Gauteng	Tshwane MM	14.0	2022-04-05	NIC-22-0190	Daspoort Wastewater Treatment Works	BA.1.X BA.4.X BA.5.X Recombinants Other	[0.8850270899999999, 0.01997321, 0.01643078, 0.07240994, 0.00208429]
